 #m    m2    m4    e    e2    cv    xi    T
 -7.433251E-05      2.311349E-02      1.535913E-03     -7.662357E-01      5.956237E-01      7.850647E-01      2.947986E+00      1.382000E+00
  1.225431E-03      2.591170E-02      1.927332E-03     -7.900117E-01      6.329631E-01      8.503761E-01      3.373030E+00      1.354000E+00
 -6.133265E-05      2.849448E-02      2.296691E-03     -8.140514E-01      6.716272E-01      8.969845E-01      3.787785E+00      1.326000E+00
 -6.396596E-04      3.226420E-02      2.940181E-03     -8.401921E-01      7.151184E-01      9.620520E-01      4.381358E+00      1.298000E+00
 -3.436073E-04      3.598179E-02      3.596086E-03     -8.679504E-01      7.630535E-01      1.061781E+00      4.993968E+00      1.270000E+00
  3.950234E-03      4.286582E-02      5.047608E-03     -8.985160E-01      8.173686E-01      1.146978E+00      6.081344E+00      1.242000E+00
  1.431429E-03      5.163525E-02      7.131129E-03     -9.343271E-01      8.836215E-01      1.274270E+00      7.496844E+00      1.214000E+00
 -2.743303E-04      6.347172E-02      1.032749E-02     -9.708120E-01      9.537872E-01      1.417464E+00      9.433289E+00      1.186000E+00
  3.367574E-03      7.652257E-02      1.440083E-02     -1.010602E+00      1.033222E+00      1.564968E+00      1.164621E+01      1.158000E+00
  5.741325E-03      1.033436E-01      2.459030E-02     -1.060627E+00      1.138452E+00      1.866626E+00      1.611516E+01      1.130000E+00
  5.692715E-03      1.412950E-01      4.090636E-02     -1.116629E+00      1.262056E+00      2.205507E+00      2.259506E+01      1.102000E+00
  3.729459E-03      2.018602E-01      7.352482E-02     -1.185095E+00      1.422715E+00      2.791108E+00      3.312718E+01      1.074000E+00
  3.601538E-02      3.082208E-01      1.410207E-01     -1.277819E+00      1.654161E+00      3.438131E+00      5.172099E+01      1.046000E+00
  1.648593E-02      4.319931E-01      2.366944E-01     -1.378549E+00      1.922825E+00      3.814719E+00      7.475217E+01      1.018000E+00
 -6.789708E-02      5.653803E-01      3.580671E-01     -1.484258E+00      2.222207E+00      3.450141E+00      9.984305E+01      9.900000E-01
 -2.486135E-01      6.633171E-01      4.650124E-01     -1.568830E+00      2.476456E+00      2.900821E+00      1.102135E+02      9.620000E-01
  2.349300E-01      7.411813E-01      5.639984E-01     -1.643235E+00      2.711692E+00      2.317609E+00      1.294609E+02      9.340000E-01
 -8.904352E-01      7.958442E-01      6.417145E-01     -1.701452E+00      2.903783E+00      1.899163E+00      5.776909E-01      9.060000E-01
 -9.136833E-01      8.366882E-01      7.057053E-01     -1.751131E+00      3.073555E+00      1.622017E+00      3.756010E-01      8.780000E-01
 -9.319205E-01      8.696098E-01      7.599187E-01     -1.793405E+00      3.221891E+00      1.363887E+00      2.351372E-01      8.500000E-01
 -9.455126E-01      8.947570E-01      8.031883E-01     -1.828026E+00      3.346223E+00      1.185313E+00      1.635989E-01      8.220000E-01
 -9.569385E-01      9.162493E-01      8.413287E-01     -1.859417E+00      3.461022E+00      1.003381E+00      1.150137E-01      7.940000E-01
 -9.654984E-01      9.325546E-01      8.709712E-01     -1.884421E+00      3.553908E+00      8.609427E-01      8.455761E-02      7.660000E-01
 -9.726189E-01      9.462595E-01      8.963876E-01     -1.906117E+00      3.635595E+00      7.479438E-01      6.494557E-02      7.380000E-01
 -9.786566E-01      9.579652E-01      9.184078E-01     -1.925193E+00      3.708170E+00      6.298655E-01      4.876910E-02      7.100000E-01
 -9.835077E-01      9.674298E-01      9.364331E-01     -1.941018E+00      3.768956E+00      5.331707E-01      3.680281E-02      6.820000E-01
 -9.873466E-01      9.749585E-01      9.509179E-01     -1.954064E+00      3.819445E+00      4.448870E-01      2.832871E-02      6.540000E-01
 -9.905123E-01      9.811917E-01      9.630050E-01     -1.965018E+00      3.862118E+00      3.699733E-01      2.170982E-02      6.260000E-01
 -9.929759E-01      9.860583E-01      9.725028E-01     -1.973785E+00      3.896442E+00      3.034215E-01      1.687976E-02      5.980000E-01
 -9.949431E-01      9.899546E-01      9.801462E-01     -1.980914E+00      3.924475E+00      2.472539E-01      1.326182E-02      5.700000E-01
 -9.964525E-01      9.929499E-01      9.860441E-01     -1.986480E+00      3.946433E+00      1.978958E-01      1.048408E-02      5.420000E-01
 -9.975655E-01      9.951620E-01      9.904138E-01     -1.990649E+00      3.962922E+00      1.598098E-01      8.604086E-03      5.140000E-01
 -9.984045E-01      9.968317E-01      9.937202E-01     -1.993834E+00      3.975547E+00      1.294535E-01      7.292430E-03      4.860000E-01
 -9.989937E-01      9.980050E-01      9.960469E-01     -1.996092E+00      3.984507E+00      1.048910E-01      6.377239E-03      4.580000E-01
 -9.993997E-01      9.988141E-01      9.976534E-01     -1.997665E+00      3.990758E+00      8.767701E-02      5.856311E-03      4.300000E-01
 -9.996669E-01      9.993467E-01      9.987115E-01     -1.998705E+00      3.994890E+00      7.651079E-02      5.603921E-03      4.020000E-01
 -9.998213E-01      9.996546E-01      9.993237E-01     -1.999312E+00      3.997305E+00      7.283992E-02      5.638245E-03      3.740000E-01
 -9.999105E-01      9.998325E-01      9.996778E-01     -1.999666E+00      3.998714E+00      7.469482E-02      5.863881E-03      3.460000E-01
 -9.999582E-01      9.999276E-01      9.998669E-01     -1.999855E+00      3.999467E+00      8.176653E-02      6.244480E-03      3.180000E-01
 -9.999794E-01      9.999699E-01      9.999512E-01     -1.999940E+00      3.999805E+00      9.473803E-02      6.782355E-03      2.900000E-01
 -9.999861E-01      9.999832E-01      9.999776E-01     -1.999966E+00      3.999910E+00      1.147035E-01      7.484542E-03      2.620000E-01
 -9.999883E-01      9.999877E-01      9.999865E-01     -1.999975E+00      3.999946E+00      1.432256E-01      8.371802E-03      2.340000E-01
 -9.999888E-01      9.999887E-01      9.999884E-01     -1.999977E+00      3.999954E+00      1.846410E-01      9.507587E-03      2.060000E-01
 -9.999889E-01      9.999889E-01      9.999889E-01     -1.999978E+00      3.999956E+00      2.472498E-01      1.100262E-02      1.780000E-01
 -9.999889E-01      9.999889E-01      9.999889E-01     -1.999978E+00      3.999956E+00      3.481716E-01      1.305644E-02      1.500000E-01
 -9.999889E-01      9.999889E-01      9.999889E-01     -1.999978E+00      3.999956E+00      5.263277E-01      1.605300E-02      1.220000E-01
 -9.999889E-01      9.999889E-01      9.999889E-01     -1.999978E+00      3.999956E+00      8.865846E-01      2.083474E-02      9.400000E-02
 -9.999889E-01      9.999889E-01      9.999889E-01     -1.999978E+00      3.999956E+00      1.798407E+00      2.967372E-02      6.600000E-02
 -9.999889E-01      9.999889E-01      9.999889E-01     -1.999978E+00      3.999956E+00      5.425112E+00      5.153857E-02      3.800000E-02
 -9.999889E-01      9.999889E-01      9.999889E-01     -1.999978E+00      3.999956E+00      7.833862E+01      1.958465E-01      1.000000E-02
