 #   corr_m    corr_e   u_corr
0.0690    1.9225        1151
0.0689    1.9225        1152
0.0688    1.9225        1153
0.0686    1.9225        1154
0.0685    1.9225        1155
0.0684    1.9225        1156
0.0682    1.9225        1157
0.0681    1.9225        1158
0.0679    1.9225        1159
0.0678    1.9225        1160
0.0677    1.9225        1161
0.0675    1.9225        1162
0.0674    1.9225        1163
0.0673    1.9225        1164
0.0671    1.9225        1165
0.0670    1.9225        1166
0.0668    1.9225        1167
0.0667    1.9225        1168
0.0666    1.9225        1169
0.0664    1.9225        1170
0.0663    1.9225        1171
0.0662    1.9225        1172
0.0660    1.9225        1173
0.0659    1.9225        1174
0.0657    1.9225        1175
0.0656    1.9225        1176
0.0655    1.9225        1177
0.0653    1.9225        1178
0.0652    1.9225        1179
0.0651    1.9225        1180
0.0649    1.9225        1181
0.0648    1.9225        1182
0.0647    1.9225        1183
0.0645    1.9225        1184
0.0644    1.9225        1185
0.0642    1.9225        1186
0.0641    1.9225        1187
0.0640    1.9225        1188
0.0638    1.9225        1189
0.0637    1.9225        1190
0.0636    1.9225        1191
0.0634    1.9225        1192
0.0633    1.9225        1193
0.0631    1.9225        1194
0.0630    1.9224        1195
0.0629    1.9224        1196
0.0627    1.9224        1197
0.0626    1.9224        1198
0.0625    1.9224        1199
0.0623    1.9224        1200
0.0622    1.9224        1201
0.0621    1.9224        1202
0.0619    1.9225        1203
0.0618    1.9225        1204
0.0617    1.9225        1205
0.0615    1.9225        1206
0.0614    1.9225        1207
0.0613    1.9225        1208
0.0612    1.9225        1209
0.0610    1.9225        1210
0.0609    1.9225        1211
0.0608    1.9225        1212
0.0606    1.9225        1213
0.0605    1.9225        1214
0.0604    1.9225        1215
0.0603    1.9225        1216
0.0601    1.9225        1217
0.0600    1.9225        1218
0.0599    1.9225        1219
0.0597    1.9225        1220
0.0596    1.9225        1221
0.0595    1.9225        1222
0.0593    1.9225        1223
0.0592    1.9225        1224
0.0591    1.9225        1225
0.0590    1.9225        1226
0.0588    1.9225        1227
0.0587    1.9225        1228
0.0586    1.9225        1229
0.0584    1.9225        1230
0.0583    1.9226        1231
0.0582    1.9226        1232
0.0581    1.9226        1233
0.0579    1.9226        1234
0.0578    1.9226        1235
0.0577    1.9226        1236
0.0575    1.9226        1237
0.0574    1.9226        1238
0.0573    1.9226        1239
0.0571    1.9226        1240
0.0570    1.9226        1241
0.0569    1.9226        1242
0.0568    1.9226        1243
0.0566    1.9226        1244
0.0565    1.9226        1245
0.0564    1.9226        1246
0.0562    1.9226        1247
0.0561    1.9226        1248
0.0560    1.9226        1249
0.0559    1.9226        1250
0.0557    1.9226        1251
0.0556    1.9226        1252
0.0555    1.9226        1253
0.0553    1.9226        1254
0.0552    1.9226        1255
0.0551    1.9226        1256
0.0549    1.9226        1257
0.0548    1.9226        1258
0.0547    1.9227        1259
0.0546    1.9227        1260
0.0544    1.9227        1261
0.0543    1.9227        1262
0.0542    1.9227        1263
0.0540    1.9227        1264
0.0539    1.9227        1265
0.0538    1.9227        1266
0.0537    1.9227        1267
0.0535    1.9227        1268
0.0534    1.9227        1269
0.0533    1.9227        1270
0.0531    1.9227        1271
0.0530    1.9227        1272
0.0529    1.9227        1273
0.0527    1.9227        1274
0.0526    1.9227        1275
0.0525    1.9227        1276
0.0524    1.9227        1277
0.0522    1.9227        1278
0.0521    1.9227        1279
0.0520    1.9227        1280
0.0518    1.9227        1281
0.0517    1.9227        1282
0.0516    1.9227        1283
0.0515    1.9227        1284
0.0513    1.9227        1285
0.0512    1.9227        1286
0.0511    1.9227        1287
0.0509    1.9228        1288
0.0508    1.9228        1289
0.0507    1.9228        1290
0.0505    1.9228        1291
0.0504    1.9228        1292
0.0503    1.9228        1293
0.0502    1.9228        1294
0.0500    1.9228        1295
0.0499    1.9228        1296
0.0498    1.9228        1297
0.0496    1.9228        1298
0.0495    1.9228        1299
0.0494    1.9228        1300
0.0493    1.9228        1301
0.0492    1.9228        1302
0.0492    1.9228        1303
0.0491    1.9228        1304
0.0490    1.9228        1305
0.0490    1.9228        1306
0.0489    1.9227        1307
0.0488    1.9227        1308
0.0487    1.9227        1309
0.0487    1.9227        1310
0.0486    1.9227        1311
0.0485    1.9227        1312
0.0485    1.9227        1313
0.0484    1.9227        1314
0.0483    1.9227        1315
0.0482    1.9227        1316
0.0482    1.9227        1317
0.0481    1.9227        1318
0.0480    1.9227        1319
0.0480    1.9227        1320
0.0479    1.9226        1321
0.0478    1.9226        1322
0.0477    1.9226        1323
0.0477    1.9226        1324
0.0476    1.9226        1325
0.0475    1.9226        1326
0.0475    1.9226        1327
0.0474    1.9226        1328
0.0473    1.9226        1329
0.0472    1.9226        1330
0.0472    1.9226        1331
0.0471    1.9226        1332
0.0470    1.9226        1333
0.0470    1.9226        1334
0.0469    1.9225        1335
0.0468    1.9225        1336
0.0468    1.9225        1337
0.0467    1.9225        1338
0.0466    1.9225        1339
0.0465    1.9225        1340
0.0465    1.9225        1341
0.0464    1.9225        1342
0.0463    1.9225        1343
0.0463    1.9225        1344
0.0462    1.9225        1345
0.0461    1.9225        1346
0.0460    1.9225        1347
0.0460    1.9225        1348
0.0459    1.9224        1349
0.0458    1.9224        1350
0.0458    1.9224        1351
0.0457    1.9224        1352
0.0456    1.9224        1353
0.0455    1.9224        1354
0.0455    1.9224        1355
0.0454    1.9224        1356
0.0453    1.9224        1357
0.0453    1.9224        1358
0.0452    1.9224        1359
0.0451    1.9224        1360
0.0450    1.9224        1361
0.0450    1.9223        1362
0.0449    1.9223        1363
0.0448    1.9223        1364
0.0448    1.9223        1365
0.0447    1.9223        1366
0.0446    1.9223        1367
0.0445    1.9223        1368
0.0445    1.9223        1369
0.0444    1.9223        1370
0.0443    1.9223        1371
0.0443    1.9223        1372
0.0442    1.9223        1373
0.0441    1.9223        1374
0.0440    1.9223        1375
0.0440    1.9222        1376
0.0439    1.9222        1377
0.0438    1.9222        1378
0.0438    1.9222        1379
0.0437    1.9222        1380
0.0436    1.9222        1381
0.0436    1.9222        1382
0.0435    1.9222        1383
0.0434    1.9222        1384
0.0433    1.9222        1385
0.0433    1.9222        1386
0.0432    1.9222        1387
0.0431    1.9222        1388
0.0431    1.9222        1389
0.0430    1.9221        1390
0.0429    1.9221        1391
0.0428    1.9221        1392
0.0428    1.9221        1393
0.0427    1.9221        1394
0.0426    1.9221        1395
0.0426    1.9221        1396
0.0425    1.9221        1397
0.0424    1.9221        1398
0.0423    1.9221        1399
0.0423    1.9221        1400
0.0422    1.9221        1401
0.0422    1.9221        1402
0.0421    1.9221        1403
0.0421    1.9221        1404
0.0421    1.9221        1405
0.0420    1.9221        1406
0.0420    1.9221        1407
0.0419    1.9221        1408
0.0419    1.9221        1409
0.0419    1.9221        1410
0.0418    1.9221        1411
0.0418    1.9221        1412
0.0417    1.9221        1413
0.0417    1.9221        1414
0.0416    1.9221        1415
0.0416    1.9221        1416
0.0416    1.9221        1417
0.0415    1.9221        1418
0.0415    1.9221        1419
0.0414    1.9221        1420
0.0414    1.9221        1421
0.0413    1.9221        1422
0.0413    1.9221        1423
0.0413    1.9221        1424
0.0412    1.9221        1425
0.0412    1.9221        1426
0.0411    1.9221        1427
0.0411    1.9221        1428
0.0411    1.9222        1429
0.0410    1.9222        1430
0.0410    1.9222        1431
0.0409    1.9222        1432
0.0409    1.9222        1433
0.0408    1.9222        1434
0.0408    1.9222        1435
0.0408    1.9222        1436
0.0407    1.9222        1437
0.0407    1.9222        1438
0.0406    1.9222        1439
0.0406    1.9222        1440
0.0406    1.9222        1441
0.0405    1.9222        1442
0.0405    1.9222        1443
0.0404    1.9222        1444
0.0404    1.9222        1445
0.0403    1.9222        1446
0.0403    1.9222        1447
0.0403    1.9222        1448
0.0402    1.9222        1449
0.0402    1.9222        1450
0.0401    1.9222        1451
0.0401    1.9222        1452
0.0401    1.9222        1453
0.0400    1.9222        1454
0.0400    1.9222        1455
0.0399    1.9222        1456
0.0399    1.9222        1457
0.0398    1.9222        1458
0.0398    1.9222        1459
0.0398    1.9222        1460
0.0397    1.9222        1461
0.0397    1.9222        1462
0.0396    1.9222        1463
0.0396    1.9222        1464
0.0395    1.9222        1465
0.0395    1.9222        1466
0.0395    1.9223        1467
0.0394    1.9223        1468
0.0394    1.9223        1469
0.0393    1.9223        1470
0.0393    1.9223        1471
0.0393    1.9223        1472
0.0392    1.9223        1473
0.0392    1.9223        1474
0.0391    1.9223        1475
0.0391    1.9223        1476
0.0390    1.9223        1477
0.0390    1.9223        1478
0.0390    1.9223        1479
0.0389    1.9223        1480
0.0389    1.9223        1481
0.0388    1.9223        1482
0.0388    1.9223        1483
0.0388    1.9223        1484
0.0387    1.9223        1485
0.0387    1.9223        1486
0.0386    1.9223        1487
0.0386    1.9223        1488
0.0385    1.9223        1489
0.0385    1.9223        1490
0.0385    1.9223        1491
0.0384    1.9223        1492
0.0384    1.9223        1493
0.0383    1.9223        1494
0.0383    1.9223        1495
0.0383    1.9223        1496
0.0382    1.9223        1497
0.0382    1.9223        1498
0.0381    1.9223        1499
0.0381    1.9223        1500
