 #   corr_m    corr_e   u_corr
0.3151    1.9233          95
0.3146    1.9232          96
0.3142    1.9232          97
0.3137    1.9231          98
0.3133    1.9230          99
0.3128    1.9230         100
0.3125    1.9230         101
0.3122    1.9230         102
0.3118    1.9230         103
0.3115    1.9230         104
0.3112    1.9229         105
0.3109    1.9229         106
0.3106    1.9229         107
0.3102    1.9229         108
0.3099    1.9229         109
0.3096    1.9229         110
0.3093    1.9229         111
0.3089    1.9229         112
0.3086    1.9229         113
0.3083    1.9229         114
0.3080    1.9229         115
0.3076    1.9229         116
0.3073    1.9229         117
0.3070    1.9229         118
0.3067    1.9229         119
0.3063    1.9229         120
0.3060    1.9229         121
0.3057    1.9229         122
0.3054    1.9229         123
0.3050    1.9228         124
0.3047    1.9228         125
0.3044    1.9228         126
0.3041    1.9228         127
0.3037    1.9228         128
0.3034    1.9228         129
0.3031    1.9228         130
0.3028    1.9228         131
0.3024    1.9228         132
0.3021    1.9228         133
0.3018    1.9228         134
0.3015    1.9228         135
0.3011    1.9228         136
0.3008    1.9228         137
0.3005    1.9228         138
0.3002    1.9228         139
0.2999    1.9228         140
0.2995    1.9228         141
0.2992    1.9228         142
0.2989    1.9227         143
0.2986    1.9227         144
0.2982    1.9227         145
0.2979    1.9227         146
0.2976    1.9227         147
0.2973    1.9227         148
0.2969    1.9227         149
0.2966    1.9227         150
0.2963    1.9227         151
0.2960    1.9227         152
0.2956    1.9227         153
0.2953    1.9227         154
0.2950    1.9227         155
0.2947    1.9227         156
0.2943    1.9227         157
0.2940    1.9227         158
0.2937    1.9227         159
0.2934    1.9227         160
0.2930    1.9227         161
0.2927    1.9226         162
0.2924    1.9226         163
0.2921    1.9226         164
0.2917    1.9226         165
0.2914    1.9226         166
0.2911    1.9226         167
0.2908    1.9226         168
0.2904    1.9226         169
0.2901    1.9226         170
0.2898    1.9226         171
0.2895    1.9226         172
0.2891    1.9226         173
0.2888    1.9226         174
0.2885    1.9226         175
0.2882    1.9226         176
0.2878    1.9226         177
0.2875    1.9226         178
0.2872    1.9226         179
0.2869    1.9226         180
0.2865    1.9225         181
0.2862    1.9225         182
0.2859    1.9225         183
0.2856    1.9225         184
0.2852    1.9225         185
0.2849    1.9225         186
0.2846    1.9225         187
0.2843    1.9225         188
0.2839    1.9225         189
0.2836    1.9225         190
0.2833    1.9225         191
0.2830    1.9225         192
0.2827    1.9225         193
0.2823    1.9225         194
0.2820    1.9225         195
0.2817    1.9225         196
0.2814    1.9225         197
0.2810    1.9225         198
0.2807    1.9225         199
0.2804    1.9224         200
0.2801    1.9224         201
0.2798    1.9224         202
0.2795    1.9224         203
0.2792    1.9224         204
0.2789    1.9224         205
0.2786    1.9224         206
0.2784    1.9224         207
0.2781    1.9224         208
0.2778    1.9224         209
0.2775    1.9224         210
0.2772    1.9224         211
0.2769    1.9224         212
0.2766    1.9224         213
0.2763    1.9224         214
0.2760    1.9224         215
0.2758    1.9224         216
0.2755    1.9224         217
0.2752    1.9224         218
0.2749    1.9224         219
0.2746    1.9224         220
0.2743    1.9224         221
0.2740    1.9224         222
0.2737    1.9223         223
0.2734    1.9223         224
0.2731    1.9223         225
0.2729    1.9223         226
0.2726    1.9223         227
0.2723    1.9223         228
0.2720    1.9223         229
0.2717    1.9223         230
0.2714    1.9223         231
0.2711    1.9223         232
0.2708    1.9223         233
0.2705    1.9223         234
0.2703    1.9223         235
0.2700    1.9223         236
0.2697    1.9223         237
0.2694    1.9223         238
0.2691    1.9223         239
0.2688    1.9223         240
0.2685    1.9223         241
0.2682    1.9223         242
0.2679    1.9223         243
0.2677    1.9223         244
0.2674    1.9223         245
0.2671    1.9223         246
0.2668    1.9223         247
0.2665    1.9222         248
0.2662    1.9222         249
0.2659    1.9222         250
0.2656    1.9222         251
0.2653    1.9222         252
0.2651    1.9222         253
0.2648    1.9222         254
0.2645    1.9222         255
0.2642    1.9222         256
0.2639    1.9222         257
0.2636    1.9222         258
0.2633    1.9222         259
0.2630    1.9222         260
0.2627    1.9222         261
0.2624    1.9222         262
0.2622    1.9222         263
0.2619    1.9222         264
0.2616    1.9222         265
0.2613    1.9222         266
0.2610    1.9222         267
0.2607    1.9222         268
0.2604    1.9222         269
0.2601    1.9222         270
0.2598    1.9222         271
0.2596    1.9221         272
0.2593    1.9221         273
0.2590    1.9221         274
0.2587    1.9221         275
0.2584    1.9221         276
0.2581    1.9221         277
0.2578    1.9221         278
0.2575    1.9221         279
0.2572    1.9221         280
0.2569    1.9221         281
0.2567    1.9221         282
0.2564    1.9221         283
0.2561    1.9221         284
0.2558    1.9221         285
0.2555    1.9221         286
0.2552    1.9221         287
0.2549    1.9221         288
0.2546    1.9221         289
0.2543    1.9221         290
0.2541    1.9221         291
0.2538    1.9221         292
0.2535    1.9221         293
0.2532    1.9221         294
0.2529    1.9221         295
0.2526    1.9221         296
0.2523    1.9220         297
0.2520    1.9220         298
0.2517    1.9220         299
0.2514    1.9220         300
0.2512    1.9220         301
0.2509    1.9220         302
0.2506    1.9220         303
0.2503    1.9220         304
0.2500    1.9220         305
0.2497    1.9220         306
0.2494    1.9220         307
0.2491    1.9220         308
0.2488    1.9220         309
0.2485    1.9220         310
0.2482    1.9220         311
0.2480    1.9220         312
0.2477    1.9220         313
0.2474    1.9220         314
0.2471    1.9220         315
0.2468    1.9220         316
0.2465    1.9220         317
0.2462    1.9220         318
0.2459    1.9220         319
0.2456    1.9220         320
0.2453    1.9220         321
0.2450    1.9220         322
0.2447    1.9220         323
0.2445    1.9220         324
0.2442    1.9220         325
0.2439    1.9220         326
0.2436    1.9220         327
0.2433    1.9220         328
0.2430    1.9221         329
0.2427    1.9221         330
0.2424    1.9221         331
0.2421    1.9221         332
0.2418    1.9221         333
0.2415    1.9221         334
0.2413    1.9221         335
0.2410    1.9221         336
0.2407    1.9221         337
0.2404    1.9221         338
0.2401    1.9221         339
0.2398    1.9221         340
0.2395    1.9221         341
0.2392    1.9221         342
0.2389    1.9221         343
0.2386    1.9221         344
0.2383    1.9221         345
0.2380    1.9221         346
0.2378    1.9221         347
0.2375    1.9221         348
0.2372    1.9221         349
0.2369    1.9221         350
0.2366    1.9221         351
0.2363    1.9221         352
0.2360    1.9221         353
0.2357    1.9221         354
0.2354    1.9221         355
0.2351    1.9221         356
0.2348    1.9221         357
0.2345    1.9221         358
0.2343    1.9221         359
0.2340    1.9221         360
0.2337    1.9221         361
0.2334    1.9221         362
0.2331    1.9221         363
0.2328    1.9221         364
0.2325    1.9221         365
0.2322    1.9221         366
0.2319    1.9221         367
0.2316    1.9221         368
0.2313    1.9221         369
0.2310    1.9221         370
0.2308    1.9221         371
0.2305    1.9221         372
0.2302    1.9221         373
0.2299    1.9221         374
0.2296    1.9221         375
0.2293    1.9221         376
0.2290    1.9221         377
0.2287    1.9221         378
0.2284    1.9221         379
0.2281    1.9221         380
0.2278    1.9221         381
0.2275    1.9221         382
0.2273    1.9221         383
0.2270    1.9221         384
0.2267    1.9221         385
0.2264    1.9221         386
0.2261    1.9221         387
0.2258    1.9221         388
0.2255    1.9221         389
0.2252    1.9221         390
0.2249    1.9221         391
0.2246    1.9221         392
0.2243    1.9221         393
0.2240    1.9221         394
0.2238    1.9221         395
0.2235    1.9221         396
0.2232    1.9221         397
0.2229    1.9221         398
0.2226    1.9221         399
0.2223    1.9221         400
0.2220    1.9221         401
0.2217    1.9221         402
0.2215    1.9221         403
0.2212    1.9221         404
0.2209    1.9221         405
0.2206    1.9221         406
0.2204    1.9221         407
0.2201    1.9221         408
0.2198    1.9221         409
0.2195    1.9221         410
0.2193    1.9221         411
0.2190    1.9221         412
0.2187    1.9221         413
0.2184    1.9221         414
0.2182    1.9221         415
0.2179    1.9221         416
0.2176    1.9221         417
0.2173    1.9221         418
0.2170    1.9221         419
0.2168    1.9221         420
0.2165    1.9221         421
0.2162    1.9221         422
0.2159    1.9221         423
0.2157    1.9222         424
0.2154    1.9222         425
0.2151    1.9222         426
0.2148    1.9222         427
0.2146    1.9222         428
0.2143    1.9222         429
0.2140    1.9222         430
0.2137    1.9222         431
0.2135    1.9222         432
0.2132    1.9222         433
0.2129    1.9222         434
0.2126    1.9222         435
0.2124    1.9222         436
0.2121    1.9222         437
0.2118    1.9222         438
0.2115    1.9222         439
0.2113    1.9222         440
0.2110    1.9222         441
0.2107    1.9222         442
0.2104    1.9222         443
0.2102    1.9222         444
0.2099    1.9222         445
0.2096    1.9222         446
0.2093    1.9222         447
0.2090    1.9222         448
0.2088    1.9222         449
0.2085    1.9222         450
0.2082    1.9222         451
0.2079    1.9222         452
0.2077    1.9222         453
0.2074    1.9222         454
0.2071    1.9222         455
0.2068    1.9222         456
0.2066    1.9222         457
0.2063    1.9222         458
0.2060    1.9222         459
0.2057    1.9222         460
0.2055    1.9222         461
0.2052    1.9222         462
0.2049    1.9222         463
0.2046    1.9222         464
0.2044    1.9222         465
0.2041    1.9222         466
0.2038    1.9223         467
0.2035    1.9223         468
0.2032    1.9223         469
0.2030    1.9223         470
0.2027    1.9223         471
0.2024    1.9223         472
0.2021    1.9223         473
0.2019    1.9223         474
0.2016    1.9223         475
0.2013    1.9223         476
0.2010    1.9223         477
0.2008    1.9223         478
0.2005    1.9223         479
0.2002    1.9223         480
0.1999    1.9223         481
0.1997    1.9223         482
0.1994    1.9223         483
0.1991    1.9223         484
0.1988    1.9223         485
0.1985    1.9223         486
0.1983    1.9223         487
0.1980    1.9223         488
0.1977    1.9223         489
0.1974    1.9223         490
0.1972    1.9223         491
0.1969    1.9223         492
0.1966    1.9223         493
0.1963    1.9223         494
0.1961    1.9223         495
0.1958    1.9223         496
0.1955    1.9223         497
0.1952    1.9223         498
0.1950    1.9223         499
0.1947    1.9223         500
0.1944    1.9223         501
0.1942    1.9223         502
0.1939    1.9223         503
0.1937    1.9223         504
0.1934    1.9223         505
0.1932    1.9223         506
0.1929    1.9223         507
0.1926    1.9223         508
0.1924    1.9223         509
0.1921    1.9223         510
0.1919    1.9223         511
0.1916    1.9223         512
0.1914    1.9223         513
0.1911    1.9223         514
0.1909    1.9223         515
0.1906    1.9223         516
0.1904    1.9223         517
0.1901    1.9223         518
0.1899    1.9223         519
0.1896    1.9223         520
0.1894    1.9223         521
0.1891    1.9223         522
0.1889    1.9223         523
0.1886    1.9223         524
0.1883    1.9223         525
0.1881    1.9223         526
0.1878    1.9223         527
0.1876    1.9223         528
0.1873    1.9223         529
0.1871    1.9223         530
0.1868    1.9223         531
0.1866    1.9223         532
0.1863    1.9223         533
0.1861    1.9223         534
0.1858    1.9223         535
0.1856    1.9223         536
0.1853    1.9223         537
0.1851    1.9223         538
0.1848    1.9223         539
0.1845    1.9223         540
0.1843    1.9223         541
0.1840    1.9223         542
0.1838    1.9223         543
0.1835    1.9223         544
0.1833    1.9223         545
0.1830    1.9223         546
0.1828    1.9223         547
0.1825    1.9223         548
0.1823    1.9223         549
0.1820    1.9223         550
0.1818    1.9223         551
0.1815    1.9223         552
0.1813    1.9223         553
0.1810    1.9223         554
0.1807    1.9223         555
0.1805    1.9223         556
0.1802    1.9223         557
0.1800    1.9223         558
0.1797    1.9223         559
0.1795    1.9222         560
0.1792    1.9222         561
0.1790    1.9222         562
0.1787    1.9222         563
0.1785    1.9222         564
0.1782    1.9222         565
0.1780    1.9222         566
0.1777    1.9222         567
0.1775    1.9222         568
0.1772    1.9222         569
0.1769    1.9222         570
0.1767    1.9222         571
0.1764    1.9222         572
0.1762    1.9222         573
0.1759    1.9222         574
0.1757    1.9222         575
0.1754    1.9222         576
0.1752    1.9222         577
0.1749    1.9222         578
0.1747    1.9222         579
0.1744    1.9222         580
0.1742    1.9222         581
0.1739    1.9222         582
0.1737    1.9222         583
0.1734    1.9222         584
0.1731    1.9222         585
0.1729    1.9222         586
0.1726    1.9222         587
0.1724    1.9222         588
0.1721    1.9222         589
0.1719    1.9222         590
0.1716    1.9222         591
0.1714    1.9222         592
0.1711    1.9222         593
0.1709    1.9222         594
0.1706    1.9222         595
0.1704    1.9222         596
0.1701    1.9222         597
0.1699    1.9222         598
0.1696    1.9222         599
0.1693    1.9222         600
0.1691    1.9222         601
0.1689    1.9222         602
0.1687    1.9222         603
0.1685    1.9222         604
0.1683    1.9222         605
0.1681    1.9222         606
0.1679    1.9222         607
0.1676    1.9222         608
0.1674    1.9222         609
0.1672    1.9222         610
0.1670    1.9223         611
0.1668    1.9223         612
0.1666    1.9223         613
0.1664    1.9223         614
0.1662    1.9223         615
0.1660    1.9223         616
0.1657    1.9223         617
0.1655    1.9223         618
0.1653    1.9223         619
0.1651    1.9223         620
0.1649    1.9223         621
0.1647    1.9223         622
0.1645    1.9223         623
0.1643    1.9223         624
0.1640    1.9223         625
0.1638    1.9223         626
0.1636    1.9223         627
0.1634    1.9223         628
0.1632    1.9223         629
0.1630    1.9223         630
0.1628    1.9223         631
0.1626    1.9224         632
0.1623    1.9224         633
0.1621    1.9224         634
0.1619    1.9224         635
0.1617    1.9224         636
0.1615    1.9224         637
0.1613    1.9224         638
0.1611    1.9224         639
0.1609    1.9224         640
0.1607    1.9224         641
0.1604    1.9224         642
0.1602    1.9224         643
0.1600    1.9224         644
0.1598    1.9224         645
0.1596    1.9224         646
0.1594    1.9224         647
0.1592    1.9224         648
0.1590    1.9224         649
0.1587    1.9224         650
0.1585    1.9224         651
0.1583    1.9225         652
0.1581    1.9225         653
0.1579    1.9225         654
0.1577    1.9225         655
0.1575    1.9225         656
0.1573    1.9225         657
0.1570    1.9225         658
0.1568    1.9225         659
0.1566    1.9225         660
0.1564    1.9225         661
0.1562    1.9225         662
0.1560    1.9225         663
0.1558    1.9225         664
0.1556    1.9225         665
0.1553    1.9225         666
0.1551    1.9225         667
0.1549    1.9225         668
0.1547    1.9225         669
0.1545    1.9225         670
0.1543    1.9225         671
0.1541    1.9225         672
0.1539    1.9226         673
0.1537    1.9226         674
0.1534    1.9226         675
0.1532    1.9226         676
0.1530    1.9226         677
0.1528    1.9226         678
0.1526    1.9226         679
0.1524    1.9226         680
0.1522    1.9226         681
0.1520    1.9226         682
0.1517    1.9226         683
0.1515    1.9226         684
0.1513    1.9226         685
0.1511    1.9226         686
0.1509    1.9226         687
0.1507    1.9226         688
0.1505    1.9226         689
0.1503    1.9226         690
0.1500    1.9226         691
0.1498    1.9226         692
0.1496    1.9226         693
0.1494    1.9227         694
0.1492    1.9227         695
0.1490    1.9227         696
0.1488    1.9227         697
0.1486    1.9227         698
0.1483    1.9227         699
0.1481    1.9227         700
0.1479    1.9227         701
0.1477    1.9227         702
0.1475    1.9227         703
0.1473    1.9227         704
0.1471    1.9227         705
0.1469    1.9227         706
0.1467    1.9227         707
0.1464    1.9227         708
0.1462    1.9227         709
0.1460    1.9227         710
0.1458    1.9227         711
0.1456    1.9227         712
0.1454    1.9227         713
0.1452    1.9227         714
0.1450    1.9227         715
0.1448    1.9227         716
0.1446    1.9227         717
0.1443    1.9227         718
0.1441    1.9227         719
0.1439    1.9227         720
0.1437    1.9227         721
0.1435    1.9227         722
0.1433    1.9227         723
0.1431    1.9227         724
0.1429    1.9227         725
0.1427    1.9226         726
0.1424    1.9226         727
0.1422    1.9226         728
0.1420    1.9226         729
0.1418    1.9226         730
0.1416    1.9226         731
0.1414    1.9226         732
0.1412    1.9226         733
0.1410    1.9226         734
0.1408    1.9226         735
0.1406    1.9226         736
0.1403    1.9226         737
0.1401    1.9226         738
0.1399    1.9226         739
0.1397    1.9226         740
0.1395    1.9226         741
0.1393    1.9226         742
0.1391    1.9226         743
0.1389    1.9226         744
0.1387    1.9226         745
0.1384    1.9226         746
0.1382    1.9226         747
0.1380    1.9226         748
0.1378    1.9226         749
0.1376    1.9226         750
0.1374    1.9226         751
0.1372    1.9226         752
0.1370    1.9226         753
0.1368    1.9226         754
0.1365    1.9226         755
0.1363    1.9226         756
0.1361    1.9226         757
0.1359    1.9226         758
0.1357    1.9226         759
0.1355    1.9226         760
0.1353    1.9226         761
0.1351    1.9226         762
0.1349    1.9226         763
0.1347    1.9226         764
0.1344    1.9226         765
0.1342    1.9226         766
0.1340    1.9226         767
0.1338    1.9226         768
0.1336    1.9226         769
0.1334    1.9226         770
0.1332    1.9226         771
0.1330    1.9226         772
0.1328    1.9226         773
0.1325    1.9226         774
0.1323    1.9226         775
0.1321    1.9226         776
0.1319    1.9226         777
0.1317    1.9226         778
0.1315    1.9226         779
0.1313    1.9226         780
0.1311    1.9226         781
0.1309    1.9226         782
0.1306    1.9226         783
0.1304    1.9226         784
0.1302    1.9226         785
0.1300    1.9226         786
0.1298    1.9226         787
0.1296    1.9226         788
0.1294    1.9226         789
0.1292    1.9226         790
0.1290    1.9226         791
0.1287    1.9226         792
0.1285    1.9226         793
0.1283    1.9226         794
0.1281    1.9226         795
0.1279    1.9225         796
0.1277    1.9225         797
0.1275    1.9225         798
0.1273    1.9225         799
0.1271    1.9225         800
0.1269    1.9225         801
0.1266    1.9225         802
0.1264    1.9225         803
0.1262    1.9225         804
0.1260    1.9225         805
0.1258    1.9225         806
0.1256    1.9225         807
0.1254    1.9225         808
0.1252    1.9225         809
0.1250    1.9226         810
0.1247    1.9226         811
0.1245    1.9226         812
0.1243    1.9226         813
0.1241    1.9226         814
0.1239    1.9226         815
0.1237    1.9226         816
0.1235    1.9226         817
0.1233    1.9226         818
0.1231    1.9226         819
0.1229    1.9226         820
0.1226    1.9226         821
0.1224    1.9226         822
0.1222    1.9226         823
0.1220    1.9226         824
0.1218    1.9226         825
0.1216    1.9226         826
0.1214    1.9226         827
0.1212    1.9226         828
0.1210    1.9226         829
0.1208    1.9226         830
0.1205    1.9226         831
0.1203    1.9226         832
0.1201    1.9226         833
0.1199    1.9226         834
0.1197    1.9226         835
0.1195    1.9226         836
0.1193    1.9226         837
0.1191    1.9226         838
0.1189    1.9226         839
0.1187    1.9226         840
0.1184    1.9226         841
0.1182    1.9226         842
0.1180    1.9226         843
0.1178    1.9226         844
0.1176    1.9226         845
0.1174    1.9226         846
0.1172    1.9226         847
0.1170    1.9226         848
0.1168    1.9226         849
0.1165    1.9226         850
0.1163    1.9226         851
0.1161    1.9226         852
0.1159    1.9226         853
0.1157    1.9226         854
0.1155    1.9226         855
0.1153    1.9226         856
0.1151    1.9226         857
0.1149    1.9226         858
0.1147    1.9226         859
0.1144    1.9226         860
0.1142    1.9226         861
0.1140    1.9226         862
0.1138    1.9226         863
0.1136    1.9226         864
0.1134    1.9226         865
0.1132    1.9226         866
0.1130    1.9226         867
0.1128    1.9226         868
0.1125    1.9226         869
0.1123    1.9226         870
0.1121    1.9226         871
0.1119    1.9226         872
0.1117    1.9226         873
0.1115    1.9226         874
0.1113    1.9226         875
0.1111    1.9226         876
0.1109    1.9226         877
0.1107    1.9226         878
0.1104    1.9226         879
0.1102    1.9226         880
0.1100    1.9226         881
0.1098    1.9226         882
0.1096    1.9226         883
0.1094    1.9226         884
0.1092    1.9226         885
0.1090    1.9226         886
0.1088    1.9226         887
0.1085    1.9226         888
0.1083    1.9226         889
0.1081    1.9226         890
0.1079    1.9226         891
0.1077    1.9226         892
0.1075    1.9226         893
0.1073    1.9226         894
0.1071    1.9226         895
0.1069    1.9226         896
0.1067    1.9226         897
0.1064    1.9226         898
0.1062    1.9226         899
0.1060    1.9226         900
0.1059    1.9226         901
0.1057    1.9226         902
0.1056    1.9226         903
0.1054    1.9226         904
0.1053    1.9226         905
0.1052    1.9226         906
0.1050    1.9226         907
0.1049    1.9226         908
0.1047    1.9226         909
0.1046    1.9226         910
0.1044    1.9226         911
0.1043    1.9226         912
0.1041    1.9226         913
0.1040    1.9226         914
0.1039    1.9226         915
0.1037    1.9226         916
0.1036    1.9226         917
0.1034    1.9226         918
0.1033    1.9226         919
0.1031    1.9226         920
0.1030    1.9226         921
0.1028    1.9226         922
0.1027    1.9226         923
0.1026    1.9226         924
0.1024    1.9226         925
0.1023    1.9226         926
0.1021    1.9226         927
0.1020    1.9226         928
0.1018    1.9226         929
0.1017    1.9226         930
0.1015    1.9226         931
0.1014    1.9226         932
0.1012    1.9226         933
0.1011    1.9226         934
0.1010    1.9226         935
0.1008    1.9226         936
0.1007    1.9226         937
0.1005    1.9226         938
0.1004    1.9225         939
0.1002    1.9225         940
0.1001    1.9225         941
0.0999    1.9225         942
0.0998    1.9225         943
0.0997    1.9225         944
0.0995    1.9225         945
0.0994    1.9225         946
0.0992    1.9225         947
0.0991    1.9225         948
0.0989    1.9225         949
0.0988    1.9225         950
0.0986    1.9225         951
0.0985    1.9225         952
0.0984    1.9225         953
0.0982    1.9225         954
0.0981    1.9225         955
0.0979    1.9225         956
0.0978    1.9225         957
0.0976    1.9225         958
0.0975    1.9225         959
0.0973    1.9225         960
0.0972    1.9225         961
0.0971    1.9225         962
0.0969    1.9225         963
0.0968    1.9225         964
0.0966    1.9225         965
0.0965    1.9225         966
0.0963    1.9225         967
0.0962    1.9225         968
0.0960    1.9225         969
0.0959    1.9225         970
0.0957    1.9225         971
0.0956    1.9225         972
0.0955    1.9225         973
0.0953    1.9225         974
0.0952    1.9225         975
0.0950    1.9225         976
0.0949    1.9225         977
0.0947    1.9225         978
0.0946    1.9225         979
0.0944    1.9225         980
0.0943    1.9225         981
0.0942    1.9225         982
0.0940    1.9225         983
0.0939    1.9225         984
0.0937    1.9225         985
0.0936    1.9225         986
0.0934    1.9224         987
0.0933    1.9224         988
0.0931    1.9224         989
0.0930    1.9224         990
0.0928    1.9224         991
0.0927    1.9224         992
0.0926    1.9224         993
0.0924    1.9224         994
0.0923    1.9224         995
0.0921    1.9224         996
0.0920    1.9224         997
0.0918    1.9224         998
0.0917    1.9224         999
0.0915    1.9224        1000
0.0914    1.9224        1001
0.0912    1.9224        1002
0.0911    1.9224        1003
0.0909    1.9224        1004
0.0908    1.9224        1005
0.0906    1.9224        1006
0.0905    1.9224        1007
0.0903    1.9224        1008
0.0901    1.9224        1009
0.0900    1.9224        1010
0.0898    1.9224        1011
0.0897    1.9224        1012
0.0895    1.9224        1013
0.0894    1.9224        1014
0.0892    1.9224        1015
0.0891    1.9224        1016
0.0889    1.9224        1017
0.0888    1.9224        1018
0.0886    1.9225        1019
0.0884    1.9225        1020
0.0883    1.9225        1021
0.0881    1.9225        1022
0.0880    1.9225        1023
0.0878    1.9225        1024
0.0877    1.9225        1025
0.0875    1.9225        1026
0.0874    1.9225        1027
0.0872    1.9225        1028
0.0870    1.9225        1029
0.0869    1.9225        1030
0.0867    1.9225        1031
0.0866    1.9225        1032
0.0864    1.9225        1033
0.0863    1.9225        1034
0.0861    1.9225        1035
0.0860    1.9225        1036
0.0858    1.9225        1037
0.0857    1.9225        1038
0.0855    1.9225        1039
0.0853    1.9225        1040
0.0852    1.9225        1041
0.0850    1.9225        1042
0.0849    1.9225        1043
0.0847    1.9225        1044
0.0846    1.9225        1045
0.0844    1.9225        1046
0.0843    1.9225        1047
0.0841    1.9225        1048
0.0839    1.9225        1049
0.0838    1.9225        1050
0.0836    1.9225        1051
0.0835    1.9225        1052
0.0833    1.9225        1053
0.0832    1.9225        1054
0.0830    1.9225        1055
0.0829    1.9225        1056
0.0827    1.9225        1057
0.0825    1.9225        1058
0.0824    1.9225        1059
0.0822    1.9225        1060
0.0821    1.9225        1061
0.0819    1.9225        1062
0.0818    1.9225        1063
0.0816    1.9225        1064
0.0815    1.9225        1065
0.0813    1.9225        1066
0.0811    1.9225        1067
0.0810    1.9225        1068
0.0808    1.9225        1069
0.0807    1.9225        1070
0.0805    1.9225        1071
0.0804    1.9225        1072
0.0802    1.9225        1073
0.0801    1.9225        1074
0.0799    1.9225        1075
0.0798    1.9225        1076
0.0796    1.9225        1077
0.0794    1.9225        1078
0.0793    1.9225        1079
0.0791    1.9225        1080
0.0790    1.9226        1081
0.0788    1.9226        1082
0.0787    1.9226        1083
0.0785    1.9226        1084
0.0784    1.9226        1085
0.0782    1.9226        1086
0.0780    1.9226        1087
0.0779    1.9226        1088
0.0777    1.9226        1089
0.0776    1.9226        1090
0.0774    1.9226        1091
0.0773    1.9226        1092
0.0771    1.9226        1093
0.0770    1.9226        1094
0.0768    1.9226        1095
0.0766    1.9226        1096
0.0765    1.9226        1097
0.0763    1.9226        1098
0.0762    1.9226        1099
0.0760    1.9226        1100
0.0759    1.9226        1101
0.0757    1.9226        1102
0.0756    1.9226        1103
0.0755    1.9226        1104
0.0753    1.9226        1105
0.0752    1.9226        1106
0.0751    1.9226        1107
0.0749    1.9226        1108
0.0748    1.9226        1109
0.0747    1.9226        1110
0.0745    1.9226        1111
0.0744    1.9226        1112
0.0742    1.9226        1113
0.0741    1.9226        1114
0.0740    1.9226        1115
0.0738    1.9226        1116
0.0737    1.9226        1117
0.0736    1.9226        1118
0.0734    1.9226        1119
0.0733    1.9226        1120
0.0731    1.9226        1121
0.0730    1.9226        1122
0.0729    1.9226        1123
0.0727    1.9225        1124
0.0726    1.9225        1125
0.0725    1.9225        1126
0.0723    1.9225        1127
0.0722    1.9225        1128
0.0721    1.9225        1129
0.0719    1.9225        1130
0.0718    1.9225        1131
0.0716    1.9225        1132
0.0715    1.9225        1133
0.0714    1.9225        1134
0.0712    1.9225        1135
0.0711    1.9225        1136
0.0710    1.9225        1137
0.0708    1.9225        1138
0.0707    1.9225        1139
0.0705    1.9225        1140
0.0704    1.9225        1141
0.0703    1.9225        1142
0.0701    1.9225        1143
0.0700    1.9225        1144
0.0699    1.9225        1145
0.0697    1.9225        1146
0.0696    1.9225        1147
0.0694    1.9225        1148
0.0693    1.9225        1149
0.0692    1.9225        1150
