 #m    m2    m4    e    e2    cv    xi    T
  1.651134E-03      9.100936E-03      2.436552E-04     -8.675551E-01      7.550453E-01      1.046314E+00      5.051034E+00      1.270000E+00
 -1.011225E-03      1.056756E-02      3.271443E-04     -8.985279E-01      8.098403E-01      1.137129E+00      5.998451E+00      1.242000E+00
 -2.826330E-03      1.254908E-02      4.498862E-04     -9.320510E-01      8.713571E-01      1.261987E+00      7.283576E+00      1.214000E+00
  7.041588E-04      1.549808E-02      6.975906E-04     -9.691949E-01      9.421205E-01      1.394340E+00      9.213136E+00      1.186000E+00
 -4.478700E-04      1.981549E-02      1.110926E-03     -1.009278E+00      1.021533E+00      1.520728E+00      1.206479E+01      1.158000E+00
  3.408795E-03      2.633934E-02      1.936723E-03     -1.054266E+00      1.114555E+00      1.699946E+00      1.642718E+01      1.130000E+00
  1.193946E-02      3.909681E-02      4.105071E-03     -1.106291E+00      1.227268E+00      1.967826E+00      2.492306E+01      1.102000E+00
 -4.596143E-03      6.430891E-02      1.001993E-02     -1.165917E+00      1.363221E+00      2.358227E+00      4.220387E+01      1.074000E+00
 -3.599521E-02      1.261245E-01      3.250634E-02     -1.242127E+00      1.547820E+00      3.184291E+00      8.414173E+01      1.046000E+00
  1.699309E-02      2.870579E-01      1.160799E-01     -1.348544E+00      1.825028E+00      4.392625E+00      1.986153E+02      1.018000E+00
  1.427820E-01      5.080469E-01      2.834041E-01     -1.472228E+00      2.173138E+00      4.088220E+00      3.473043E+02      9.900000E-01
 -8.048580E-01      6.525781E-01      4.357145E-01     -1.569936E+00      2.468653E+00      3.012063E+00      3.504568E+00      9.620000E-01
 -8.578011E-01      7.373592E-01      5.479362E-01     -1.643258E+00      2.703210E+00      2.355034E+00      1.159873E+00      9.340000E-01
 -8.902838E-01      7.933883E-01      6.318480E-01     -1.701905E+00      2.898732E+00      1.933999E+00      6.094266E-01      9.060000E-01
 -9.137381E-01      8.353806E-01      6.993514E-01     -1.751032E+00      3.067892E+00      1.626784E+00      3.720530E-01      8.780000E-01
 -9.316799E-01      8.683214E-01      7.549636E-01     -1.792874E+00      3.215827E+00      1.394395E+00      2.438749E-01      8.500000E-01
 -9.455796E-01      8.943174E-01      8.004735E-01     -1.828250E+00      3.343656E+00      1.206814E+00      1.685730E-01      8.220000E-01
 -9.565701E-01      9.151668E-01      8.380122E-01     -1.858483E+00      3.454896E+00      1.047962E+00      1.246158E-01      7.940000E-01
 -9.655656E-01      9.324172E-01      8.697450E-01     -1.884560E+00      3.552314E+00      8.989520E-01      9.234614E-02      7.660000E-01
 -9.727918E-01      9.463983E-01      8.959204E-01     -1.906534E+00      3.635470E+00      7.765001E-01      7.107560E-02      7.380000E-01
 -9.786640E-01      9.578400E-01      9.176439E-01     -1.925171E+00      3.706764E+00      6.741945E-01      5.641457E-02      7.100000E-01
 -9.834749E-01      9.672665E-01      9.357420E-01     -1.940941E+00      3.767634E+00      5.807881E-01      4.519095E-02      6.820000E-01
 -9.873860E-01      9.749653E-01      9.506585E-01     -1.954145E+00      3.818983E+00      4.961637E-01      3.682573E-02      6.540000E-01
 -9.904961E-01      9.811099E-01      9.626519E-01     -1.964974E+00      3.861360E+00      4.260988E-01      3.085929E-02      6.260000E-01
 -9.929857E-01      9.860431E-01      9.723371E-01     -1.973797E+00      3.896062E+00      3.676611E-01      2.651962E-02      5.980000E-01
 -9.949340E-01      9.899126E-01      9.799692E-01     -1.980874E+00      3.924008E+00      3.176235E-01      2.342712E-02      5.700000E-01
 -9.964373E-01      9.929036E-01      9.858898E-01     -1.986414E+00      3.945955E+00      2.783241E-01      2.130848E-02      5.420000E-01
 -9.975902E-01      9.952008E-01      9.904495E-01     -1.990736E+00      3.963124E+00      2.474400E-01      1.995800E-02      5.140000E-01
 -9.984017E-01      9.968193E-01      9.936686E-01     -1.993816E+00      3.975378E+00      2.272248E-01      1.929955E-02      4.860000E-01
 -9.989978E-01      9.980090E-01      9.960386E-01     -1.996109E+00      3.984516E+00      2.165291E-01      1.918784E-02      4.580000E-01
 -9.993969E-01      9.988060E-01      9.976278E-01     -1.997652E+00      3.990668E+00      2.145031E-01      1.949830E-02      4.300000E-01
 -9.996637E-01      9.993390E-01      9.986913E-01     -1.998694E+00      3.994829E+00      2.222644E-01      2.022783E-02      4.020000E-01
 -9.998212E-01      9.996537E-01      9.993194E-01     -1.999312E+00      3.997298E+00      2.407601E-01      2.134576E-02      3.740000E-01
 -9.999133E-01      9.998378E-01      9.996871E-01     -1.999677E+00      3.998754E+00      2.705625E-01      2.283388E-02      3.460000E-01
 -9.999575E-01      9.999262E-01      9.998637E-01     -1.999853E+00      3.999456E+00      3.142002E-01      2.472075E-02      3.180000E-01
 -9.999775E-01      9.999662E-01      9.999436E-01     -1.999933E+00      3.999775E+00      3.744876E-01      2.704764E-02      2.900000E-01
 -9.999859E-01      9.999830E-01      9.999771E-01     -1.999966E+00      3.999908E+00      4.570995E-01      2.991017E-02      2.620000E-01
 -9.999883E-01      9.999877E-01      9.999864E-01     -1.999975E+00      3.999946E+00      5.724301E-01      3.348030E-02      2.340000E-01
 -9.999888E-01      9.999887E-01      9.999885E-01     -1.999977E+00      3.999954E+00      7.384486E-01      3.802886E-02      2.060000E-01
 -9.999889E-01      9.999889E-01      9.999888E-01     -1.999978E+00      3.999955E+00      9.890052E-01      4.401053E-02      1.780000E-01
 -9.999889E-01      9.999889E-01      9.999889E-01     -1.999978E+00      3.999956E+00      1.392687E+00      5.222575E-02      1.500000E-01
 -9.999889E-01      9.999889E-01      9.999889E-01     -1.999978E+00      3.999956E+00      2.105311E+00      6.421198E-02      1.220000E-01
 -9.999889E-01      9.999889E-01      9.999889E-01     -1.999978E+00      3.999956E+00      3.546339E+00      8.333896E-02      9.400000E-02
 -9.999889E-01      9.999889E-01      9.999889E-01     -1.999978E+00      3.999956E+00      7.193629E+00      1.186949E-01      6.600000E-02
 -9.999889E-01      9.999889E-01      9.999889E-01     -1.999978E+00      3.999956E+00      2.170045E+01      2.061543E-01      3.800000E-02
 -9.999889E-01      9.999889E-01      9.999888E-01     -1.999978E+00      3.999955E+00      3.133564E+02      7.833874E-01      1.000000E-02
