 #   corr_m    corr_e   u_corr
0.0398    2.0618        1146
0.0398    2.0617        1147
0.0398    2.0617        1148
0.0398    2.0617        1149
0.0398    2.0616        1150
0.0399    2.0616        1151
0.0399    2.0616        1152
0.0399    2.0615        1153
0.0399    2.0615        1154
0.0399    2.0615        1155
0.0399    2.0614        1156
0.0399    2.0614        1157
0.0400    2.0614        1158
0.0400    2.0613        1159
0.0400    2.0613        1160
0.0400    2.0613        1161
0.0400    2.0612        1162
0.0400    2.0612        1163
0.0400    2.0611        1164
0.0400    2.0611        1165
0.0401    2.0611        1166
0.0401    2.0610        1167
0.0401    2.0610        1168
0.0401    2.0610        1169
0.0401    2.0609        1170
0.0401    2.0609        1171
0.0401    2.0609        1172
0.0402    2.0608        1173
0.0402    2.0608        1174
0.0402    2.0608        1175
0.0402    2.0607        1176
0.0402    2.0607        1177
0.0402    2.0607        1178
0.0402    2.0606        1179
0.0402    2.0606        1180
0.0403    2.0606        1181
0.0403    2.0605        1182
0.0403    2.0605        1183
0.0403    2.0605        1184
0.0403    2.0604        1185
0.0403    2.0604        1186
0.0403    2.0604        1187
0.0403    2.0603        1188
0.0404    2.0603        1189
0.0404    2.0602        1190
0.0404    2.0602        1191
0.0404    2.0602        1192
0.0404    2.0601        1193
0.0404    2.0601        1194
0.0404    2.0601        1195
0.0405    2.0600        1196
0.0405    2.0600        1197
0.0405    2.0600        1198
0.0405    2.0599        1199
0.0405    2.0599        1200
0.0404    2.0599        1201
0.0403    2.0599        1202
0.0402    2.0600        1203
0.0401    2.0600        1204
0.0400    2.0600        1205
0.0400    2.0600        1206
0.0399    2.0601        1207
0.0398    2.0601        1208
0.0397    2.0601        1209
0.0396    2.0601        1210
0.0395    2.0601        1211
0.0394    2.0602        1212
0.0393    2.0602        1213
0.0392    2.0602        1214
0.0391    2.0602        1215
0.0390    2.0603        1216
0.0390    2.0603        1217
0.0389    2.0603        1218
0.0388    2.0603        1219
0.0387    2.0604        1220
0.0386    2.0604        1221
0.0385    2.0604        1222
0.0384    2.0604        1223
0.0383    2.0604        1224
0.0382    2.0605        1225
0.0381    2.0605        1226
0.0380    2.0605        1227
0.0380    2.0605        1228
0.0379    2.0606        1229
0.0378    2.0606        1230
0.0377    2.0606        1231
0.0376    2.0606        1232
0.0375    2.0607        1233
0.0374    2.0607        1234
0.0373    2.0607        1235
0.0372    2.0607        1236
0.0371    2.0607        1237
0.0370    2.0608        1238
0.0370    2.0608        1239
0.0369    2.0608        1240
0.0368    2.0608        1241
0.0367    2.0609        1242
0.0366    2.0609        1243
0.0365    2.0609        1244
0.0364    2.0609        1245
0.0363    2.0609        1246
0.0362    2.0610        1247
0.0361    2.0610        1248
0.0360    2.0610        1249
0.0360    2.0610        1250
0.0359    2.0611        1251
0.0358    2.0611        1252
0.0357    2.0611        1253
0.0356    2.0611        1254
0.0355    2.0612        1255
0.0354    2.0612        1256
0.0353    2.0612        1257
0.0352    2.0612        1258
0.0351    2.0612        1259
0.0350    2.0613        1260
0.0350    2.0613        1261
0.0349    2.0613        1262
0.0348    2.0613        1263
0.0347    2.0614        1264
0.0346    2.0614        1265
0.0345    2.0614        1266
0.0344    2.0614        1267
0.0343    2.0615        1268
0.0342    2.0615        1269
0.0341    2.0615        1270
0.0340    2.0615        1271
0.0340    2.0615        1272
0.0339    2.0616        1273
0.0338    2.0616        1274
0.0337    2.0616        1275
0.0336    2.0616        1276
0.0335    2.0617        1277
0.0334    2.0617        1278
0.0333    2.0617        1279
0.0332    2.0617        1280
0.0331    2.0618        1281
0.0330    2.0618        1282
0.0330    2.0618        1283
0.0329    2.0618        1284
0.0328    2.0618        1285
0.0327    2.0619        1286
0.0326    2.0619        1287
0.0325    2.0619        1288
0.0324    2.0619        1289
0.0323    2.0620        1290
0.0322    2.0620        1291
0.0321    2.0620        1292
0.0320    2.0620        1293
0.0320    2.0621        1294
0.0319    2.0621        1295
0.0318    2.0621        1296
0.0317    2.0621        1297
0.0316    2.0621        1298
0.0315    2.0622        1299
0.0314    2.0622        1300
0.0311    2.0622        1301
0.0309    2.0622        1302
0.0306    2.0622        1303
0.0303    2.0622        1304
0.0300    2.0621        1305
0.0297    2.0621        1306
0.0295    2.0621        1307
0.0292    2.0621        1308
0.0289    2.0621        1309
0.0286    2.0621        1310
0.0283    2.0621        1311
0.0280    2.0620        1312
0.0278    2.0620        1313
0.0275    2.0620        1314
0.0272    2.0620        1315
0.0269    2.0620        1316
0.0266    2.0620        1317
0.0264    2.0620        1318
0.0261    2.0620        1319
0.0258    2.0619        1320
0.0255    2.0619        1321
0.0252    2.0619        1322
0.0250    2.0619        1323
0.0247    2.0619        1324
0.0244    2.0619        1325
0.0241    2.0619        1326
0.0238    2.0618        1327
0.0236    2.0618        1328
0.0233    2.0618        1329
0.0230    2.0618        1330
0.0227    2.0618        1331
0.0224    2.0618        1332
0.0221    2.0618        1333
0.0219    2.0617        1334
0.0216    2.0617        1335
0.0213    2.0617        1336
0.0210    2.0617        1337
0.0207    2.0617        1338
0.0205    2.0617        1339
0.0202    2.0617        1340
0.0199    2.0617        1341
0.0196    2.0616        1342
0.0193    2.0616        1343
0.0191    2.0616        1344
0.0188    2.0616        1345
0.0185    2.0616        1346
0.0182    2.0616        1347
0.0179    2.0616        1348
0.0176    2.0615        1349
0.0174    2.0615        1350
0.0171    2.0615        1351
0.0168    2.0615        1352
0.0165    2.0615        1353
0.0162    2.0615        1354
0.0160    2.0615        1355
0.0157    2.0614        1356
0.0154    2.0614        1357
0.0151    2.0614        1358
0.0148    2.0614        1359
0.0146    2.0614        1360
0.0143    2.0614        1361
0.0140    2.0614        1362
0.0137    2.0614        1363
0.0134    2.0613        1364
0.0131    2.0613        1365
0.0129    2.0613        1366
0.0126    2.0613        1367
0.0123    2.0613        1368
0.0120    2.0613        1369
0.0117    2.0613        1370
0.0115    2.0612        1371
0.0112    2.0612        1372
0.0109    2.0612        1373
0.0106    2.0612        1374
0.0103    2.0612        1375
0.0101    2.0612        1376
0.0098    2.0612        1377
0.0095    2.0611        1378
0.0092    2.0611        1379
0.0089    2.0611        1380
0.0086    2.0611        1381
0.0084    2.0611        1382
0.0081    2.0611        1383
0.0078    2.0611        1384
0.0075    2.0611        1385
0.0072    2.0610        1386
0.0070    2.0610        1387
0.0067    2.0610        1388
0.0064    2.0610        1389
0.0061    2.0610        1390
0.0058    2.0610        1391
0.0056    2.0610        1392
0.0053    2.0609        1393
0.0050    2.0609        1394
0.0047    2.0609        1395
0.0044    2.0609        1396
0.0041    2.0609        1397
0.0039    2.0609        1398
0.0036    2.0609        1399
0.0033    2.0608        1400
0.0033    2.0608        1401
0.0034    2.0608        1402
0.0034    2.0608        1403
0.0034    2.0608        1404
0.0035    2.0608        1405
0.0035    2.0608        1406
0.0035    2.0608        1407
0.0036    2.0607        1408
0.0036    2.0607        1409
0.0036    2.0607        1410
0.0037    2.0607        1411
0.0037    2.0607        1412
0.0037    2.0607        1413
0.0038    2.0607        1414
0.0038    2.0607        1415
0.0038    2.0606        1416
0.0039    2.0606        1417
0.0039    2.0606        1418
0.0039    2.0606        1419
0.0040    2.0606        1420
0.0040    2.0606        1421
0.0040    2.0606        1422
0.0041    2.0606        1423
0.0041    2.0605        1424
0.0041    2.0605        1425
0.0042    2.0605        1426
0.0042    2.0605        1427
0.0042    2.0605        1428
0.0043    2.0605        1429
0.0043    2.0605        1430
0.0043    2.0605        1431
0.0044    2.0604        1432
0.0044    2.0604        1433
0.0044    2.0604        1434
0.0045    2.0604        1435
0.0045    2.0604        1436
0.0045    2.0604        1437
0.0046    2.0604        1438
0.0046    2.0604        1439
0.0046    2.0604        1440
0.0046    2.0603        1441
0.0047    2.0603        1442
0.0047    2.0603        1443
0.0047    2.0603        1444
0.0048    2.0603        1445
0.0048    2.0603        1446
0.0048    2.0603        1447
0.0049    2.0603        1448
0.0049    2.0602        1449
0.0049    2.0602        1450
0.0050    2.0602        1451
0.0050    2.0602        1452
0.0050    2.0602        1453
0.0051    2.0602        1454
0.0051    2.0602        1455
0.0051    2.0602        1456
0.0052    2.0601        1457
0.0052    2.0601        1458
0.0052    2.0601        1459
0.0053    2.0601        1460
0.0053    2.0601        1461
0.0053    2.0601        1462
0.0054    2.0601        1463
0.0054    2.0601        1464
0.0054    2.0600        1465
0.0055    2.0600        1466
0.0055    2.0600        1467
0.0055    2.0600        1468
0.0056    2.0600        1469
0.0056    2.0600        1470
0.0056    2.0600        1471
0.0057    2.0600        1472
0.0057    2.0599        1473
0.0057    2.0599        1474
0.0058    2.0599        1475
0.0058    2.0599        1476
0.0058    2.0599        1477
0.0059    2.0599        1478
0.0059    2.0599        1479
0.0059    2.0599        1480
0.0060    2.0598        1481
0.0060    2.0598        1482
0.0060    2.0598        1483
0.0060    2.0598        1484
0.0061    2.0598        1485
0.0061    2.0598        1486
0.0061    2.0598        1487
0.0062    2.0598        1488
0.0062    2.0597        1489
0.0062    2.0597        1490
0.0063    2.0597        1491
0.0063    2.0597        1492
0.0063    2.0597        1493
0.0064    2.0597        1494
0.0064    2.0597        1495
0.0064    2.0597        1496
0.0065    2.0596        1497
0.0065    2.0596        1498
0.0065    2.0596        1499
0.0066    2.0596        1500
