 #m    m2    m4    e    e2    T
  3.540338E-04      8.131214E-10      7.905560E-24     -1.614113E-02      2.948532E-09      9.460000E-01
 -9.123832E-04      8.147606E-10      7.920501E-24     -1.615079E-02      2.951340E-09      9.473000E-01
 -6.898523E-04      8.100422E-10      7.853146E-24     -1.610388E-02      2.935307E-09      9.486000E-01
 -3.862424E-04      8.065719E-10      7.802203E-24     -1.606911E-02      2.923399E-09      9.499000E-01
  1.015595E-03      8.040770E-10      7.760541E-24     -1.603932E-02      2.913951E-09      9.512000E-01
 -1.381774E-03      8.014962E-10      7.720929E-24     -1.601544E-02      2.905059E-09      9.525000E-01
  2.314663E-04      8.036616E-10      7.740435E-24     -1.601551E-02      2.904686E-09      9.538000E-01
 -1.392696E-04      7.976632E-10      7.664797E-24     -1.597431E-02      2.891473E-09      9.551000E-01
  7.876357E-05      7.928201E-10      7.594881E-24     -1.592665E-02      2.875331E-09      9.564000E-01
  1.829291E-04      7.934999E-10      7.590403E-24     -1.591306E-02      2.870207E-09      9.577000E-01
 -3.909979E-04      7.932203E-10      7.578800E-24     -1.590735E-02      2.867971E-09      9.590000E-01
  4.041200E-04      7.851364E-10      7.462806E-24     -1.583702E-02      2.844263E-09      9.603000E-01
  4.603016E-04      7.830839E-10      7.430821E-24     -1.580559E-02      2.833755E-09      9.616000E-01
 -4.135065E-05      7.771956E-10      7.337861E-24     -1.574765E-02      2.813696E-09      9.629000E-01
 -1.524843E-03      7.754533E-10      7.323883E-24     -1.573655E-02      2.811080E-09      9.642000E-01
  4.573171E-04      7.692277E-10      7.238806E-24     -1.567473E-02      2.790746E-09      9.655000E-01
  7.004611E-04      7.680455E-10      7.208724E-24     -1.565207E-02      2.782336E-09      9.668000E-01
  8.772969E-04      7.679759E-10      7.210298E-24     -1.565262E-02      2.782258E-09      9.681000E-01
 -4.128510E-04      7.603048E-10      7.103395E-24     -1.558159E-02      2.759523E-09      9.694000E-01
 -1.230844E-03      7.576906E-10      7.066831E-24     -1.555148E-02      2.750014E-09      9.707000E-01
  7.965289E-04      7.569188E-10      7.053767E-24     -1.554717E-02      2.747787E-09      9.720000E-01
 -4.967945E-05      7.509243E-10      6.969197E-24     -1.547819E-02      2.725455E-09      9.733000E-01
  9.536938E-04      7.491534E-10      6.941557E-24     -1.546047E-02      2.719412E-09      9.746000E-01
 -3.082188E-06      7.415344E-10      6.843006E-24     -1.539726E-02      2.699315E-09      9.759000E-01
  3.955734E-04      7.436976E-10      6.852267E-24     -1.539766E-02      2.698501E-09      9.772000E-01
 -2.845857E-04      7.353576E-10      6.755844E-24     -1.533451E-02      2.678462E-09      9.785000E-01
  1.526161E-04      7.330546E-10      6.717325E-24     -1.530916E-02      2.669681E-09      9.798000E-01
  7.964356E-06      7.341548E-10      6.726592E-24     -1.530828E-02      2.669481E-09      9.811000E-01
  5.888290E-04      7.299966E-10      6.671697E-24     -1.527216E-02      2.657280E-09      9.824000E-01
 -1.707981E-04      7.268146E-10      6.623549E-24     -1.522947E-02      2.644259E-09      9.837000E-01
 -1.005418E-03      7.251573E-10      6.591349E-24     -1.519993E-02      2.634323E-09      9.850000E-01
  3.197076E-05      7.206678E-10      6.538002E-24     -1.516720E-02      2.623554E-09      9.863000E-01
  7.450117E-04      7.149423E-10      6.447699E-24     -1.511389E-02      2.605542E-09      9.876000E-01
 -3.401962E-05      7.109578E-10      6.402810E-24     -1.507544E-02      2.593855E-09      9.889000E-01
  2.443773E-04      7.046377E-10      6.319490E-24     -1.501418E-02      2.574258E-09      9.902000E-01
  4.633882E-04      7.059441E-10      6.325890E-24     -1.501495E-02      2.574304E-09      9.915000E-01
  5.178054E-04      7.021308E-10      6.273229E-24     -1.497934E-02      2.562288E-09      9.928000E-01
 -3.931690E-04      6.937557E-10      6.172369E-24     -1.490575E-02      2.539609E-09      9.941000E-01
  5.264164E-05      6.938566E-10      6.158759E-24     -1.489307E-02      2.535021E-09      9.954000E-01
 -6.562149E-06      6.872411E-10      6.082058E-24     -1.483799E-02      2.517756E-09      9.967000E-01
  4.288486E-04      6.812993E-10      5.994578E-24     -1.477684E-02      2.497820E-09      9.980000E-01
 -2.825746E-05      6.819558E-10      6.004297E-24     -1.477468E-02      2.497147E-09      9.993000E-01
 -3.599938E-04      6.811896E-10      5.989960E-24     -1.476269E-02      2.493550E-09      1.000600E+00
 -1.336185E-04      6.718001E-10      5.872337E-24     -1.468198E-02      2.468464E-09      1.001900E+00
  1.260186E-04      6.691114E-10      5.839324E-24     -1.465314E-02      2.459365E-09      1.003200E+00
  6.916590E-05      6.656376E-10      5.786864E-24     -1.461181E-02      2.446083E-09      1.004500E+00
  7.263253E-05      6.649392E-10      5.782580E-24     -1.460865E-02      2.445049E-09      1.005800E+00
 -3.466028E-04      6.604521E-10      5.718685E-24     -1.455630E-02      2.428807E-09      1.007100E+00
  8.039333E-04      6.549111E-10      5.647993E-24     -1.451175E-02      2.414525E-09      1.008400E+00
  4.013578E-04      6.525751E-10      5.615995E-24     -1.448691E-02      2.406643E-09      1.009700E+00
  1.910890E-04      6.501244E-10      5.585123E-24     -1.445038E-02      2.395775E-09      1.011000E+00
  6.861613E-04      6.469571E-10      5.539732E-24     -1.441512E-02      2.384138E-09      1.012300E+00
  1.968711E-04      6.396286E-10      5.455531E-24     -1.436331E-02      2.368427E-09      1.013600E+00
 -7.148987E-04      6.378542E-10      5.422698E-24     -1.432450E-02      2.356587E-09      1.014900E+00
 -3.736870E-04      6.311905E-10      5.341975E-24     -1.427320E-02      2.340140E-09      1.016200E+00
  5.304163E-05      6.293853E-10      5.328017E-24     -1.425767E-02      2.335930E-09      1.017500E+00
 -1.509539E-04      6.289175E-10      5.318108E-24     -1.423809E-02      2.330393E-09      1.018800E+00
 -2.025911E-04      6.229440E-10      5.236793E-24     -1.418139E-02      2.311958E-09      1.020100E+00
  1.493695E-04      6.175335E-10      5.163239E-24     -1.413040E-02      2.295713E-09      1.021400E+00
 -2.790147E-04      6.166856E-10      5.156179E-24     -1.412273E-02      2.294284E-09      1.022700E+00
  3.308341E-04      6.113907E-10      5.088274E-24     -1.407192E-02      2.278393E-09      1.024000E+00
 -2.227775E-04      6.083847E-10      5.041059E-24     -1.402507E-02      2.263633E-09      1.025300E+00
  5.088832E-05      6.038814E-10      4.989091E-24     -1.398769E-02      2.252168E-09      1.026600E+00
  2.676370E-04      6.007267E-10      4.955646E-24     -1.395256E-02      2.242433E-09      1.027900E+00
  2.680815E-04      5.934864E-10      4.881337E-24     -1.389971E-02      2.226547E-09      1.029200E+00
  1.139676E-04      5.960461E-10      4.889053E-24     -1.390490E-02      2.226867E-09      1.030500E+00
  2.196642E-05      5.854731E-10      4.765046E-24     -1.380347E-02      2.196728E-09      1.031800E+00
  3.445873E-04      5.824568E-10      4.731563E-24     -1.377748E-02      2.188768E-09      1.033100E+00
  6.924590E-05      5.830817E-10      4.731995E-24     -1.377140E-02      2.186832E-09      1.034400E+00
  1.261853E-04      5.765523E-10      4.651969E-24     -1.371887E-02      2.171121E-09      1.035700E+00
 -2.420506E-04      5.712076E-10      4.598258E-24     -1.367547E-02      2.158390E-09      1.037000E+00
 -1.172209E-04      5.698645E-10      4.574144E-24     -1.364780E-02      2.150153E-09      1.038300E+00
 -2.741947E-04      5.655783E-10      4.534791E-24     -1.361870E-02      2.141132E-09      1.039600E+00
  3.221275E-04      5.614701E-10      4.473902E-24     -1.355652E-02      2.123092E-09      1.040900E+00
  1.206875E-04      5.582327E-10      4.438221E-24     -1.352700E-02      2.114296E-09      1.042200E+00
  1.745203E-04      5.512004E-10      4.362757E-24     -1.346646E-02      2.097049E-09      1.043500E+00
  2.953812E-04      5.485437E-10      4.323841E-24     -1.343094E-02      2.085456E-09      1.044800E+00
 -2.566394E-04      5.426385E-10      4.252611E-24     -1.337438E-02      2.068554E-09      1.046100E+00
  2.579349E-04      5.433587E-10      4.262205E-24     -1.338063E-02      2.070951E-09      1.047400E+00
  2.080955E-04      5.377458E-10      4.202888E-24     -1.332893E-02      2.055249E-09      1.048700E+00
  5.541938E-05      5.371334E-10      4.190283E-24     -1.330734E-02      2.049498E-09      1.050000E+00
  5.601493E-05      5.290455E-10      4.101193E-24     -1.323425E-02      2.028453E-09      1.051300E+00
  2.634682E-04      5.256267E-10      4.061019E-24     -1.319960E-02      2.018257E-09      1.052600E+00
 -4.063333E-04      5.198833E-10      3.994516E-24     -1.315202E-02      2.003850E-09      1.053900E+00
  1.065677E-04      5.175452E-10      3.970538E-24     -1.312646E-02      1.996940E-09      1.055200E+00
 -1.295474E-04      5.122650E-10      3.903395E-24     -1.307071E-02      1.980305E-09      1.056500E+00
  1.841913E-04      5.098963E-10      3.870638E-24     -1.303694E-02      1.970338E-09      1.057800E+00
  1.040966E-04      5.074926E-10      3.854825E-24     -1.303574E-02      1.970199E-09      1.059100E+00
  2.178487E-04      4.987284E-10      3.766046E-24     -1.294599E-02      1.945082E-09      1.060400E+00
  1.787958E-04      5.000617E-10      3.771189E-24     -1.294372E-02      1.944019E-09      1.061700E+00
  6.183265E-05      5.009834E-10      3.771309E-24     -1.294061E-02      1.942763E-09      1.063000E+00
  4.986611E-05      4.945112E-10      3.697077E-24     -1.288757E-02      1.926431E-09      1.064300E+00
 -1.367563E-04      4.902968E-10      3.662326E-24     -1.284327E-02      1.914882E-09      1.065600E+00
 -4.098577E-04      4.866584E-10      3.618507E-24     -1.280527E-02      1.904115E-09      1.066900E+00
  6.232375E-05      4.829369E-10      3.575089E-24     -1.277776E-02      1.896050E-09      1.068200E+00
  3.089966E-05      4.718422E-10      3.462367E-24     -1.266760E-02      1.865290E-09      1.069500E+00
 -3.590405E-05      4.769128E-10      3.499930E-24     -1.269118E-02      1.871509E-09      1.070800E+00
  2.721481E-04      4.712784E-10      3.461693E-24     -1.265608E-02      1.862554E-09      1.072100E+00
  8.283908E-05      4.698208E-10      3.432299E-24     -1.263110E-02      1.854516E-09      1.073400E+00
  1.693692E-04      4.677990E-10      3.404961E-24     -1.260149E-02      1.846508E-09      1.074700E+00
  9.090788E-05      4.599235E-10      3.325835E-24     -1.254450E-02      1.829776E-09      1.076000E+00
  1.819246E-04      4.553049E-10      3.272193E-24     -1.248680E-02      1.813147E-09      1.077300E+00
  2.016533E-04      4.529406E-10      3.254083E-24     -1.246395E-02      1.807731E-09      1.078600E+00
  8.682126E-06      4.476666E-10      3.193429E-24     -1.240772E-02      1.791844E-09      1.079900E+00
  3.337296E-05      4.412601E-10      3.135376E-24     -1.235554E-02      1.777711E-09      1.081200E+00
 -7.471695E-05      4.443016E-10      3.154550E-24     -1.235438E-02      1.777287E-09      1.082500E+00
  1.635871E-04      4.408736E-10      3.114157E-24     -1.233556E-02      1.771288E-09      1.083800E+00
 -2.117932E-04      4.374695E-10      3.092906E-24     -1.230055E-02      1.762853E-09      1.085100E+00
 -9.405007E-05      4.336233E-10      3.041816E-24     -1.226673E-02      1.752581E-09      1.086400E+00
 -7.097032E-05      4.274995E-10      2.973678E-24     -1.220031E-02      1.734121E-09      1.087700E+00
 -2.180309E-04      4.235648E-10      2.941576E-24     -1.216380E-02      1.724578E-09      1.089000E+00
 -2.218198E-05      4.227313E-10      2.930049E-24     -1.214617E-02      1.719733E-09      1.090300E+00
  2.737458E-04      4.245421E-10      2.945719E-24     -1.216509E-02      1.724658E-09      1.091600E+00
  1.881690E-04      4.115682E-10      2.817287E-24     -1.203996E-02      1.690272E-09      1.092900E+00
  1.013878E-04      4.064965E-10      2.768188E-24     -1.199904E-02      1.679472E-09      1.094200E+00
  6.591705E-05      4.146081E-10      2.841207E-24     -1.206299E-02      1.696199E-09      1.095500E+00
  6.411040E-05      4.113329E-10      2.811178E-24     -1.201696E-02      1.684811E-09      1.096800E+00
  1.803313E-05      4.055568E-10      2.746754E-24     -1.196809E-02      1.670609E-09      1.098100E+00
 -5.057277E-05      3.979644E-10      2.673422E-24     -1.190300E-02      1.652421E-09      1.099400E+00
 -1.453206E-04      3.959391E-10      2.664927E-24     -1.186057E-02      1.642979E-09      1.100700E+00
  7.829913E-05      3.984710E-10      2.667226E-24     -1.187191E-02      1.644320E-09      1.102000E+00
 -1.461006E-04      3.928563E-10      2.626154E-24     -1.182420E-02      1.632535E-09      1.103300E+00
  1.963045E-04      3.879371E-10      2.571848E-24     -1.178242E-02      1.620402E-09      1.104600E+00
  1.920423E-05      3.852147E-10      2.544294E-24     -1.174787E-02      1.611734E-09      1.105900E+00
 -3.377740E-05      3.818433E-10      2.506386E-24     -1.170573E-02      1.599474E-09      1.107200E+00
  6.380374E-05      3.790809E-10      2.486011E-24     -1.168596E-02      1.594653E-09      1.108500E+00
  6.659037E-05      3.765243E-10      2.457691E-24     -1.165614E-02      1.586784E-09      1.109800E+00
 -7.745469E-05      3.725022E-10      2.408866E-24     -1.160350E-02      1.572554E-09      1.111100E+00
 -3.670848E-05      3.769957E-10      2.459442E-24     -1.164335E-02      1.583508E-09      1.112400E+00
 -1.081477E-04      3.716788E-10      2.406427E-24     -1.158736E-02      1.568926E-09      1.113700E+00
 -1.213498E-04      3.643215E-10      2.341659E-24     -1.152416E-02      1.551942E-09      1.115000E+00
  7.271475E-05      3.628100E-10      2.316558E-24     -1.149421E-02      1.543539E-09      1.116300E+00
 -3.189520E-05      3.539692E-10      2.240620E-24     -1.141919E-02      1.524189E-09      1.117600E+00
  1.133143E-04      3.552971E-10      2.258700E-24     -1.141687E-02      1.525158E-09      1.118900E+00
  1.321541E-04      3.513929E-10      2.214168E-24     -1.138766E-02      1.516311E-09      1.120200E+00
 -6.690370E-05      3.501393E-10      2.204166E-24     -1.136979E-02      1.511840E-09      1.121500E+00
 -4.765947E-05      3.442117E-10      2.144190E-24     -1.131000E-02      1.495215E-09      1.122800E+00
 -6.457262E-05      3.413188E-10      2.115103E-24     -1.127324E-02      1.486112E-09      1.124100E+00
  1.156343E-04      3.387915E-10      2.093588E-24     -1.126173E-02      1.482713E-09      1.125400E+00
  9.944778E-05      3.390454E-10      2.094480E-24     -1.123407E-02      1.476837E-09      1.126700E+00
  1.453251E-04      3.366685E-10      2.067906E-24     -1.120856E-02      1.469558E-09      1.128000E+00
  7.573249E-05      3.299391E-10      2.014179E-24     -1.115215E-02      1.455163E-09      1.129300E+00
 -7.454806E-05      3.312402E-10      2.027705E-24     -1.116556E-02      1.458947E-09      1.130600E+00
  4.484617E-05      3.262607E-10      1.977263E-24     -1.110345E-02      1.442431E-09      1.131900E+00
  1.351385E-04      3.235291E-10      1.953706E-24     -1.108104E-02      1.437128E-09      1.133200E+00
  2.529083E-05      3.202450E-10      1.923924E-24     -1.104833E-02      1.427790E-09      1.134500E+00
 -1.440828E-04      3.187765E-10      1.918134E-24     -1.102845E-02      1.424207E-09      1.135800E+00
 -9.454339E-05      3.184045E-10      1.903751E-24     -1.101408E-02      1.419787E-09      1.137100E+00
  1.105565E-04      3.161825E-10      1.884224E-24     -1.098019E-02      1.411627E-09      1.138400E+00
  1.236053E-04      3.126968E-10      1.855426E-24     -1.094982E-02      1.403955E-09      1.139700E+00
 -5.469495E-05      3.073868E-10      1.808660E-24     -1.089211E-02      1.389216E-09      1.141000E+00
 -2.046688E-04      3.083509E-10      1.810887E-24     -1.089551E-02      1.389951E-09      1.142300E+00
 -1.431629E-04      3.110671E-10      1.845053E-24     -1.091245E-02      1.395617E-09      1.143600E+00
 -1.463895E-04      3.055314E-10      1.784304E-24     -1.086207E-02      1.381660E-09      1.144900E+00
 -5.537494E-05      2.989125E-10      1.724097E-24     -1.079801E-02      1.364510E-09      1.146200E+00
 -8.583905E-05      2.981713E-10      1.726127E-24     -1.079360E-02      1.363775E-09      1.147500E+00
 -1.811980E-05      2.949447E-10      1.696548E-24     -1.074301E-02      1.351811E-09      1.148800E+00
 -1.271919E-04      2.908010E-10      1.655782E-24     -1.071078E-02      1.343412E-09      1.150100E+00
 -2.126865E-05      2.908943E-10      1.661055E-24     -1.069648E-02      1.340291E-09      1.151400E+00
  5.344385E-05      2.850725E-10      1.612136E-24     -1.063018E-02      1.324318E-09      1.152700E+00
  8.678792E-05      2.845688E-10      1.604066E-24     -1.062742E-02      1.322856E-09      1.154000E+00
  3.864624E-05      2.817690E-10      1.578784E-24     -1.058985E-02      1.313979E-09      1.155300E+00
  2.748858E-05      2.836955E-10      1.592149E-24     -1.060810E-02      1.318829E-09      1.156600E+00
 -1.107721E-04      2.801734E-10      1.559413E-24     -1.057176E-02      1.309002E-09      1.157900E+00
 -3.222186E-05      2.798064E-10      1.566521E-24     -1.055949E-02      1.307027E-09      1.159200E+00
  9.747892E-05      2.780534E-10      1.537689E-24     -1.054411E-02      1.301866E-09      1.160500E+00
  3.099743E-05      2.709891E-10      1.482987E-24     -1.045624E-02      1.280948E-09      1.161800E+00
 -2.399973E-06      2.717963E-10      1.491608E-24     -1.045190E-02      1.280867E-09      1.163100E+00
 -7.787691E-05      2.640406E-10      1.427937E-24     -1.038937E-02      1.264733E-09      1.164400E+00
  6.204820E-05      2.698333E-10      1.472055E-24     -1.042811E-02      1.274008E-09      1.165700E+00
 -6.340374E-05      2.677391E-10      1.456271E-24     -1.041737E-02      1.271764E-09      1.167000E+00
 -4.405062E-05      2.606417E-10      1.397693E-24     -1.034165E-02      1.253291E-09      1.168300E+00
 -1.017989E-05      2.586426E-10      1.385701E-24     -1.031148E-02      1.246555E-09      1.169600E+00
  2.547749E-05      2.628757E-10      1.411593E-24     -1.035509E-02      1.256738E-09      1.170900E+00
  1.014011E-04      2.566495E-10      1.364137E-24     -1.029548E-02      1.242320E-09      1.172200E+00
  1.133387E-04      2.572842E-10      1.366985E-24     -1.027692E-02      1.237695E-09      1.173500E+00
  2.542416E-05      2.514169E-10      1.319380E-24     -1.022376E-02      1.224932E-09      1.174800E+00
 -6.724370E-06      2.532260E-10      1.334906E-24     -1.023182E-02      1.227147E-09      1.176100E+00
  5.928823E-05      2.499471E-10      1.308016E-24     -1.019796E-02      1.218969E-09      1.177400E+00
 -1.397362E-04      2.498331E-10      1.309178E-24     -1.018399E-02      1.216299E-09      1.178700E+00
 -9.784780E-05      2.470487E-10      1.284732E-24     -1.015532E-02      1.208788E-09      1.180000E+00
 -8.904346E-06      2.452837E-10      1.271946E-24     -1.012350E-02      1.201906E-09      1.181300E+00
  2.641082E-05      2.430633E-10      1.250413E-24     -1.009657E-02      1.195252E-09      1.182600E+00
  1.018655E-05      2.405437E-10      1.239720E-24     -1.007867E-02      1.191818E-09      1.183900E+00
 -1.173098E-05      2.381619E-10      1.211821E-24     -1.006046E-02      1.186438E-09      1.185200E+00
  9.568783E-05      2.384173E-10      1.210102E-24     -1.003969E-02      1.181621E-09      1.186500E+00
 -1.446339E-04      2.363975E-10      1.200511E-24     -1.002389E-02      1.177881E-09      1.187800E+00
 -1.103321E-05      2.333883E-10      1.170028E-24     -9.979689E-03      1.167282E-09      1.189100E+00
 -6.571038E-06      2.323973E-10      1.164684E-24     -9.964943E-03      1.164473E-09      1.190400E+00
 -4.003956E-05      2.306848E-10      1.150641E-24     -9.948325E-03      1.160667E-09      1.191700E+00
 -3.418851E-05      2.287715E-10      1.131645E-24     -9.917725E-03      1.153127E-09      1.193000E+00
  7.317474E-05      2.275751E-10      1.122647E-24     -9.906694E-03      1.150110E-09      1.194300E+00
  1.095543E-06      2.258850E-10      1.113664E-24     -9.879188E-03      1.144843E-09      1.195600E+00
  8.345463E-05      2.238030E-10      1.100741E-24     -9.843997E-03      1.137343E-09      1.196900E+00
  5.309274E-05      2.224944E-10      1.086686E-24     -9.833109E-03      1.133690E-09      1.198200E+00
  6.666593E-07      2.223278E-10      1.084546E-24     -9.816895E-03      1.130334E-09      1.199500E+00
  4.474395E-05      2.201381E-10      1.065261E-24     -9.791140E-03      1.124375E-09      1.200800E+00
  4.680170E-05      2.199706E-10      1.066945E-24     -9.784327E-03      1.122964E-09      1.202100E+00
 -3.659959E-05      2.135381E-10      1.016487E-24     -9.737572E-03      1.111467E-09      1.203400E+00
 -2.103977E-05      2.165316E-10      1.035090E-24     -9.733203E-03      1.111208E-09      1.204700E+00
 -4.833057E-05      2.130722E-10      1.012925E-24     -9.714945E-03      1.106750E-09      1.206000E+00
 -1.077388E-04      2.146108E-10      1.025562E-24     -9.715616E-03      1.107146E-09      1.207300E+00
  9.468117E-05      2.129324E-10      1.015159E-24     -9.690550E-03      1.102098E-09      1.208600E+00
 -1.305097E-05      2.085080E-10      9.766707E-25     -9.634075E-03      1.088522E-09      1.209900E+00
 -7.659026E-05      2.067128E-10      9.595829E-25     -9.631724E-03      1.087262E-09      1.211200E+00
 -3.505739E-05      2.041734E-10      9.432489E-25     -9.595853E-03      1.079711E-09      1.212500E+00
 -5.802380E-05      2.028523E-10      9.359356E-25     -9.559400E-03      1.071719E-09      1.213800E+00
  6.794147E-05      2.040265E-10      9.485470E-25     -9.579831E-03      1.076470E-09      1.215100E+00
 -6.671704E-05      2.054504E-10      9.596908E-25     -9.581107E-03      1.077359E-09      1.216400E+00
 -2.430640E-05      2.011865E-10      9.221519E-25     -9.539601E-03      1.067359E-09      1.217700E+00
 -4.933279E-06      2.017754E-10      9.290852E-25     -9.518143E-03      1.063522E-09      1.219000E+00
  7.988133E-05      1.974324E-10      8.953429E-25     -9.488979E-03      1.056319E-09      1.220300E+00
  1.979978E-06      1.951954E-10      8.777210E-25     -9.449397E-03      1.047248E-09      1.221600E+00
  5.292830E-05      1.939378E-10      8.660551E-25     -9.443522E-03      1.045347E-09      1.222900E+00
  6.326596E-06      1.909459E-10      8.489283E-25     -9.411362E-03      1.038640E-09      1.224200E+00
  7.240808E-05      1.932231E-10      8.634668E-25     -9.417229E-03      1.040045E-09      1.225500E+00
  1.799091E-05      1.925689E-10      8.546430E-25     -9.402811E-03      1.037061E-09      1.226800E+00
  1.530650E-05      1.913930E-10      8.442158E-25     -9.382869E-03      1.032768E-09      1.228100E+00
  6.428817E-05      1.899696E-10      8.438603E-25     -9.358554E-03      1.027883E-09      1.229400E+00
  2.804413E-06      1.895180E-10      8.371081E-25     -9.363532E-03      1.028410E-09      1.230700E+00
  5.233275E-05      1.864048E-10      8.182489E-25     -9.315016E-03      1.018305E-09      1.232000E+00
  7.664359E-06      1.869193E-10      8.180592E-25     -9.325856E-03      1.020286E-09      1.233300E+00
  6.245264E-05      1.855051E-10      8.126449E-25     -9.287088E-03      1.012377E-09      1.234600E+00
 -6.357929E-05      1.813892E-10      7.779488E-25     -9.245275E-03      1.002489E-09      1.235900E+00
 -7.695470E-06      1.816705E-10      7.825751E-25     -9.248866E-03      1.003135E-09      1.237200E+00
 -3.266408E-05      1.799462E-10      7.669635E-25     -9.230129E-03      9.997513E-10      1.238500E+00
  3.426629E-05      1.797876E-10      7.690993E-25     -9.212044E-03      9.958190E-10      1.239800E+00
 -1.516650E-05      1.760509E-10      7.462522E-25     -9.171356E-03      9.874441E-10      1.241100E+00
  9.198342E-05      1.746163E-10      7.343722E-25     -9.149414E-03      9.822935E-10      1.242400E+00
 -5.435495E-06      1.759178E-10      7.436338E-25     -9.155965E-03      9.839119E-10      1.243700E+00
  1.050877E-05      1.769246E-10      7.469999E-25     -9.166720E-03      9.860015E-10      1.245000E+00
 -2.623526E-05      1.743258E-10      7.297798E-25     -9.129525E-03      9.780308E-10      1.246300E+00
  2.413307E-06      1.751405E-10      7.332188E-25     -9.123610E-03      9.770355E-10      1.247600E+00
  4.247508E-05      1.728929E-10      7.162899E-25     -9.088290E-03      9.695612E-10      1.248900E+00
 -1.192876E-05      1.719522E-10      7.108190E-25     -9.080837E-03      9.675149E-10      1.250200E+00
 -6.090377E-05      1.706648E-10      7.026343E-25     -9.060424E-03      9.636896E-10      1.251500E+00
  8.019911E-06      1.683276E-10      6.886052E-25     -9.046917E-03      9.604834E-10      1.252800E+00
  2.670859E-05      1.677769E-10      6.857111E-25     -9.028766E-03      9.563888E-10      1.254100E+00
 -1.299319E-05      1.677934E-10      6.839558E-25     -9.013709E-03      9.541411E-10      1.255400E+00
  6.213709E-05      1.640848E-10      6.592264E-25     -8.977358E-03      9.454596E-10      1.256700E+00
  8.802124E-06      1.638968E-10      6.590355E-25     -8.966100E-03      9.434585E-10      1.258000E+00
 -1.545983E-05      1.637837E-10      6.582237E-25     -8.960567E-03      9.425392E-10      1.259300E+00
 -1.763980E-05      1.611378E-10      6.424359E-25     -8.914128E-03      9.326118E-10      1.260600E+00
  5.643493E-05      1.621440E-10      6.463248E-25     -8.935327E-03      9.373235E-10      1.261900E+00
 -2.713303E-06      1.588441E-10      6.284650E-25     -8.896350E-03      9.291553E-10      1.263200E+00
  5.133276E-07      1.612029E-10      6.416155E-25     -8.907057E-03      9.316852E-10      1.264500E+00
 -3.848846E-06      1.582856E-10      6.220347E-25     -8.862533E-03      9.222729E-10      1.265800E+00
 -1.035988E-05      1.557330E-10      6.042158E-25     -8.846768E-03      9.185973E-10      1.267100E+00
  1.435095E-05      1.566539E-10      6.136102E-25     -8.849573E-03      9.194249E-10      1.268400E+00
 -4.456617E-05      1.540660E-10      5.957233E-25     -8.815169E-03      9.118072E-10      1.269700E+00
  2.325752E-05      1.563841E-10      6.092172E-25     -8.822915E-03      9.142036E-10      1.271000E+00
 -2.213309E-06      1.540123E-10      5.937448E-25     -8.799618E-03      9.093909E-10      1.272300E+00
  1.391318E-05      1.530977E-10      5.881423E-25     -8.777885E-03      9.047375E-10      1.273600E+00
 -4.975056E-05      1.534404E-10      5.885757E-25     -8.774449E-03      9.037977E-10      1.274900E+00
  9.377674E-07      1.505349E-10      5.729619E-25     -8.733290E-03      8.951314E-10      1.276200E+00
 -2.404196E-05      1.503040E-10      5.694301E-25     -8.737658E-03      8.965268E-10      1.277500E+00
 -1.368874E-06      1.514213E-10      5.742252E-25     -8.725925E-03      8.939149E-10      1.278800E+00
 -4.735725E-05      1.505023E-10      5.690237E-25     -8.704557E-03      8.900020E-10      1.280100E+00
 -5.303274E-05      1.476229E-10      5.515410E-25     -8.698183E-03      8.878645E-10      1.281400E+00
  2.222198E-06      1.463031E-10      5.459083E-25     -8.677788E-03      8.842304E-10      1.282700E+00
  3.907068E-05      1.477408E-10      5.548625E-25     -8.649308E-03      8.793821E-10      1.284000E+00
  1.446651E-05      1.452980E-10      5.392643E-25     -8.648655E-03      8.784148E-10      1.285300E+00
  1.682204E-05      1.438508E-10      5.288737E-25     -8.602571E-03      8.691316E-10      1.286600E+00
  1.057766E-05      1.444157E-10      5.297097E-25     -8.636602E-03      8.756412E-10      1.287900E+00
  2.035088E-05      1.435113E-10      5.264034E-25     -8.594967E-03      8.679164E-10      1.289200E+00
  2.311085E-06      1.428511E-10      5.249366E-25     -8.594838E-03      8.679530E-10      1.290500E+00
  1.804647E-05      1.424974E-10      5.154868E-25     -8.585669E-03      8.653347E-10      1.291800E+00
 -1.911090E-06      1.404508E-10      5.100351E-25     -8.543056E-03      8.573187E-10      1.293100E+00
  1.939090E-05      1.402126E-10      5.052356E-25     -8.538421E-03      8.564994E-10      1.294400E+00
 -9.124343E-06      1.404177E-10      5.091028E-25     -8.546838E-03      8.576902E-10      1.295700E+00
 -2.351085E-05      1.380219E-10      4.931004E-25     -8.507292E-03      8.502846E-10      1.297000E+00
  4.004400E-05      1.383688E-10      4.941574E-25     -8.502639E-03      8.495049E-10      1.298300E+00
 -6.082155E-06      1.380974E-10      4.928399E-25     -8.500390E-03      8.486740E-10      1.299600E+00
  1.035544E-05      1.368935E-10      4.854980E-25     -8.473604E-03      8.436482E-10      1.300900E+00
  2.194865E-05      1.354295E-10      4.765981E-25     -8.456830E-03      8.401354E-10      1.302200E+00
 -1.163765E-05      1.357695E-10      4.795148E-25     -8.449946E-03      8.388595E-10      1.303500E+00
  1.349541E-05      1.349111E-10      4.721301E-25     -8.431520E-03      8.356279E-10      1.304800E+00
