 #   corr_m    corr_e   u_corr
0.2498    1.9766         248
0.2493    1.9765         249
0.2488    1.9765         250
0.2483    1.9765         251
0.2478    1.9765         252
0.2473    1.9765         253
0.2468    1.9765         254
0.2463    1.9765         255
0.2458    1.9765         256
0.2453    1.9765         257
0.2449    1.9765         258
0.2444    1.9765         259
0.2439    1.9765         260
0.2434    1.9765         261
0.2429    1.9765         262
0.2424    1.9765         263
0.2419    1.9765         264
0.2414    1.9765         265
0.2409    1.9765         266
0.2404    1.9765         267
0.2399    1.9765         268
0.2394    1.9765         269
0.2389    1.9765         270
0.2384    1.9765         271
0.2379    1.9765         272
0.2374    1.9764         273
0.2369    1.9764         274
0.2364    1.9764         275
0.2360    1.9764         276
0.2355    1.9764         277
0.2350    1.9764         278
0.2345    1.9764         279
0.2340    1.9764         280
0.2335    1.9764         281
0.2330    1.9764         282
0.2325    1.9764         283
0.2320    1.9764         284
0.2315    1.9764         285
0.2310    1.9764         286
0.2305    1.9764         287
0.2300    1.9764         288
0.2295    1.9764         289
0.2290    1.9764         290
0.2285    1.9764         291
0.2280    1.9764         292
0.2275    1.9764         293
0.2270    1.9764         294
0.2266    1.9764         295
0.2261    1.9763         296
0.2256    1.9763         297
0.2251    1.9763         298
0.2246    1.9763         299
0.2241    1.9763         300
0.2237    1.9763         301
0.2233    1.9763         302
0.2229    1.9763         303
0.2225    1.9763         304
0.2221    1.9763         305
0.2217    1.9763         306
0.2213    1.9763         307
0.2209    1.9763         308
0.2205    1.9763         309
0.2201    1.9762         310
0.2198    1.9762         311
0.2194    1.9762         312
0.2190    1.9762         313
0.2186    1.9762         314
0.2182    1.9762         315
0.2178    1.9762         316
0.2174    1.9762         317
0.2170    1.9762         318
0.2166    1.9762         319
0.2162    1.9762         320
0.2158    1.9762         321
0.2154    1.9762         322
0.2150    1.9761         323
0.2146    1.9761         324
0.2142    1.9761         325
0.2139    1.9761         326
0.2135    1.9761         327
0.2131    1.9761         328
0.2127    1.9761         329
0.2123    1.9761         330
0.2119    1.9761         331
0.2115    1.9761         332
0.2111    1.9761         333
0.2107    1.9761         334
0.2103    1.9761         335
0.2099    1.9760         336
0.2095    1.9760         337
0.2091    1.9760         338
0.2087    1.9760         339
0.2083    1.9760         340
0.2079    1.9760         341
0.2076    1.9760         342
0.2072    1.9760         343
0.2068    1.9760         344
0.2064    1.9760         345
0.2060    1.9760         346
0.2056    1.9760         347
0.2052    1.9759         348
0.2048    1.9759         349
0.2044    1.9759         350
0.2040    1.9759         351
0.2036    1.9759         352
0.2032    1.9759         353
0.2028    1.9759         354
0.2024    1.9759         355
0.2020    1.9759         356
0.2016    1.9759         357
0.2013    1.9759         358
0.2009    1.9759         359
0.2005    1.9759         360
0.2001    1.9758         361
0.1997    1.9758         362
0.1993    1.9758         363
0.1989    1.9758         364
0.1985    1.9758         365
0.1981    1.9758         366
0.1977    1.9758         367
0.1973    1.9758         368
0.1969    1.9758         369
0.1965    1.9758         370
0.1961    1.9758         371
0.1957    1.9758         372
0.1953    1.9757         373
0.1949    1.9757         374
0.1946    1.9757         375
0.1942    1.9757         376
0.1938    1.9757         377
0.1934    1.9757         378
0.1930    1.9757         379
0.1926    1.9757         380
0.1922    1.9757         381
0.1918    1.9757         382
0.1914    1.9757         383
0.1910    1.9757         384
0.1906    1.9757         385
0.1902    1.9756         386
0.1898    1.9756         387
0.1894    1.9756         388
0.1890    1.9756         389
0.1886    1.9756         390
0.1882    1.9756         391
0.1879    1.9756         392
0.1875    1.9756         393
0.1871    1.9756         394
0.1867    1.9756         395
0.1863    1.9756         396
0.1859    1.9756         397
0.1855    1.9755         398
0.1851    1.9755         399
0.1847    1.9755         400
0.1844    1.9755         401
0.1840    1.9755         402
0.1837    1.9755         403
0.1834    1.9755         404
0.1831    1.9755         405
0.1827    1.9755         406
0.1824    1.9755         407
0.1821    1.9755         408
0.1818    1.9755         409
0.1814    1.9755         410
0.1811    1.9755         411
0.1808    1.9755         412
0.1804    1.9755         413
0.1801    1.9755         414
0.1798    1.9755         415
0.1795    1.9755         416
0.1791    1.9755         417
0.1788    1.9756         418
0.1785    1.9756         419
0.1781    1.9756         420
0.1778    1.9756         421
0.1775    1.9756         422
0.1772    1.9756         423
0.1768    1.9756         424
0.1765    1.9756         425
0.1762    1.9756         426
0.1759    1.9756         427
0.1755    1.9756         428
0.1752    1.9756         429
0.1749    1.9756         430
0.1745    1.9756         431
0.1742    1.9756         432
0.1739    1.9756         433
0.1736    1.9756         434
0.1732    1.9756         435
0.1729    1.9756         436
0.1726    1.9756         437
0.1722    1.9756         438
0.1719    1.9756         439
0.1716    1.9756         440
0.1713    1.9756         441
0.1709    1.9756         442
0.1706    1.9756         443
0.1703    1.9756         444
0.1699    1.9756         445
0.1696    1.9756         446
0.1693    1.9756         447
0.1690    1.9756         448
0.1686    1.9756         449
0.1683    1.9756         450
0.1680    1.9756         451
0.1677    1.9756         452
0.1673    1.9756         453
0.1670    1.9756         454
0.1667    1.9756         455
0.1663    1.9756         456
0.1660    1.9756         457
0.1657    1.9756         458
0.1654    1.9756         459
0.1650    1.9756         460
0.1647    1.9756         461
0.1644    1.9756         462
0.1640    1.9756         463
0.1637    1.9756         464
0.1634    1.9756         465
0.1631    1.9756         466
0.1627    1.9756         467
0.1624    1.9756         468
0.1621    1.9756         469
0.1617    1.9756         470
0.1614    1.9756         471
0.1611    1.9756         472
0.1608    1.9756         473
0.1604    1.9756         474
0.1601    1.9756         475
0.1598    1.9756         476
0.1595    1.9756         477
0.1591    1.9756         478
0.1588    1.9756         479
0.1585    1.9756         480
0.1581    1.9756         481
0.1578    1.9756         482
0.1575    1.9756         483
0.1572    1.9756         484
0.1568    1.9756         485
0.1565    1.9756         486
0.1562    1.9756         487
0.1558    1.9756         488
0.1555    1.9756         489
0.1552    1.9756         490
0.1549    1.9756         491
0.1545    1.9756         492
0.1542    1.9757         493
0.1539    1.9757         494
0.1535    1.9757         495
0.1532    1.9757         496
0.1529    1.9757         497
0.1526    1.9757         498
0.1522    1.9757         499
0.1519    1.9757         500
0.1516    1.9757         501
0.1512    1.9757         502
0.1509    1.9757         503
0.1506    1.9756         504
0.1502    1.9756         505
0.1499    1.9756         506
0.1496    1.9756         507
0.1492    1.9756         508
0.1489    1.9756         509
0.1486    1.9756         510
0.1482    1.9756         511
0.1479    1.9756         512
0.1476    1.9756         513
0.1472    1.9756         514
0.1469    1.9756         515
0.1466    1.9756         516
0.1462    1.9756         517
0.1459    1.9756         518
0.1456    1.9756         519
0.1452    1.9756         520
0.1449    1.9756         521
0.1446    1.9756         522
0.1442    1.9756         523
0.1439    1.9756         524
0.1436    1.9756         525
0.1432    1.9756         526
0.1429    1.9756         527
0.1426    1.9756         528
0.1422    1.9756         529
0.1419    1.9756         530
0.1416    1.9756         531
0.1412    1.9756         532
0.1409    1.9756         533
0.1406    1.9756         534
0.1402    1.9756         535
0.1399    1.9756         536
0.1396    1.9756         537
0.1392    1.9756         538
0.1389    1.9756         539
0.1386    1.9755         540
0.1382    1.9755         541
0.1379    1.9755         542
0.1376    1.9755         543
0.1372    1.9755         544
0.1369    1.9755         545
0.1366    1.9755         546
0.1362    1.9755         547
0.1359    1.9755         548
0.1356    1.9755         549
0.1352    1.9755         550
0.1349    1.9755         551
0.1346    1.9755         552
0.1342    1.9755         553
0.1339    1.9755         554
0.1336    1.9755         555
0.1332    1.9755         556
0.1329    1.9755         557
0.1326    1.9755         558
0.1322    1.9755         559
0.1319    1.9755         560
0.1316    1.9755         561
0.1312    1.9755         562
0.1309    1.9755         563
0.1306    1.9755         564
0.1302    1.9755         565
0.1299    1.9755         566
0.1296    1.9755         567
0.1292    1.9755         568
0.1289    1.9755         569
0.1286    1.9755         570
0.1282    1.9755         571
0.1279    1.9755         572
0.1276    1.9755         573
0.1272    1.9755         574
0.1269    1.9755         575
0.1266    1.9754         576
0.1262    1.9754         577
0.1259    1.9754         578
0.1256    1.9754         579
0.1252    1.9754         580
0.1249    1.9754         581
0.1246    1.9754         582
0.1242    1.9754         583
0.1239    1.9754         584
0.1236    1.9754         585
0.1232    1.9754         586
0.1229    1.9754         587
0.1226    1.9754         588
0.1222    1.9754         589
0.1219    1.9754         590
0.1216    1.9754         591
0.1212    1.9754         592
0.1209    1.9754         593
0.1206    1.9754         594
0.1202    1.9754         595
0.1199    1.9754         596
0.1196    1.9754         597
0.1192    1.9754         598
0.1189    1.9754         599
0.1186    1.9754         600
0.1183    1.9754         601
0.1180    1.9754         602
0.1177    1.9754         603
0.1174    1.9754         604
0.1171    1.9753         605
0.1168    1.9753         606
0.1166    1.9753         607
0.1163    1.9753         608
0.1160    1.9753         609
0.1157    1.9753         610
0.1154    1.9753         611
0.1151    1.9753         612
0.1148    1.9753         613
0.1145    1.9753         614
0.1143    1.9753         615
0.1140    1.9753         616
0.1137    1.9752         617
0.1134    1.9752         618
0.1131    1.9752         619
0.1128    1.9752         620
0.1125    1.9752         621
0.1122    1.9752         622
0.1120    1.9752         623
0.1117    1.9752         624
0.1114    1.9752         625
0.1111    1.9752         626
0.1108    1.9752         627
0.1105    1.9752         628
0.1102    1.9751         629
0.1099    1.9751         630
0.1097    1.9751         631
0.1094    1.9751         632
0.1091    1.9751         633
0.1088    1.9751         634
0.1085    1.9751         635
0.1082    1.9751         636
0.1079    1.9751         637
0.1076    1.9751         638
0.1074    1.9751         639
0.1071    1.9751         640
0.1068    1.9750         641
0.1065    1.9750         642
0.1062    1.9750         643
0.1059    1.9750         644
0.1056    1.9750         645
0.1053    1.9750         646
0.1050    1.9750         647
0.1048    1.9750         648
0.1045    1.9750         649
0.1042    1.9750         650
0.1039    1.9750         651
0.1036    1.9750         652
0.1033    1.9749         653
0.1030    1.9749         654
0.1027    1.9749         655
0.1025    1.9749         656
0.1022    1.9749         657
0.1019    1.9749         658
0.1016    1.9749         659
0.1013    1.9749         660
0.1010    1.9749         661
0.1007    1.9749         662
0.1004    1.9749         663
0.1002    1.9749         664
0.0999    1.9748         665
0.0996    1.9748         666
0.0993    1.9748         667
0.0990    1.9748         668
0.0987    1.9748         669
0.0984    1.9748         670
0.0981    1.9748         671
0.0979    1.9748         672
0.0976    1.9748         673
0.0973    1.9748         674
0.0970    1.9748         675
0.0967    1.9748         676
0.0964    1.9747         677
0.0961    1.9747         678
0.0958    1.9747         679
0.0955    1.9747         680
0.0953    1.9747         681
0.0950    1.9747         682
0.0947    1.9747         683
0.0944    1.9747         684
0.0941    1.9747         685
0.0938    1.9747         686
0.0935    1.9747         687
0.0932    1.9747         688
0.0930    1.9746         689
0.0927    1.9746         690
0.0924    1.9746         691
0.0921    1.9746         692
0.0918    1.9746         693
0.0915    1.9746         694
0.0912    1.9746         695
0.0909    1.9746         696
0.0906    1.9746         697
0.0904    1.9746         698
0.0901    1.9746         699
0.0898    1.9745         700
0.0896    1.9746         701
0.0894    1.9746         702
0.0892    1.9746         703
0.0890    1.9746         704
0.0888    1.9746         705
0.0886    1.9747         706
0.0884    1.9747         707
0.0882    1.9747         708
0.0880    1.9747         709
0.0878    1.9748         710
0.0876    1.9748         711
0.0874    1.9748         712
0.0872    1.9748         713
0.0870    1.9748         714
0.0868    1.9749         715
0.0866    1.9749         716
0.0864    1.9749         717
0.0862    1.9749         718
0.0860    1.9749         719
0.0858    1.9750         720
0.0856    1.9750         721
0.0855    1.9750         722
0.0853    1.9750         723
0.0851    1.9750         724
0.0849    1.9751         725
0.0847    1.9751         726
0.0845    1.9751         727
0.0843    1.9751         728
0.0841    1.9751         729
0.0839    1.9752         730
0.0837    1.9752         731
0.0835    1.9752         732
0.0833    1.9752         733
0.0831    1.9752         734
0.0829    1.9753         735
0.0827    1.9753         736
0.0825    1.9753         737
0.0823    1.9753         738
0.0821    1.9753         739
0.0819    1.9754         740
0.0817    1.9754         741
0.0815    1.9754         742
0.0813    1.9754         743
0.0811    1.9754         744
0.0809    1.9755         745
0.0807    1.9755         746
0.0805    1.9755         747
0.0803    1.9755         748
0.0801    1.9756         749
0.0799    1.9756         750
0.0797    1.9756         751
0.0795    1.9756         752
0.0793    1.9756         753
0.0791    1.9757         754
0.0789    1.9757         755
0.0788    1.9757         756
0.0786    1.9757         757
0.0784    1.9757         758
0.0782    1.9758         759
0.0780    1.9758         760
0.0778    1.9758         761
0.0776    1.9758         762
0.0774    1.9758         763
0.0772    1.9759         764
0.0770    1.9759         765
0.0768    1.9759         766
0.0766    1.9759         767
0.0764    1.9759         768
0.0762    1.9760         769
0.0760    1.9760         770
0.0758    1.9760         771
0.0756    1.9760         772
0.0754    1.9760         773
0.0752    1.9761         774
0.0750    1.9761         775
0.0748    1.9761         776
0.0746    1.9761         777
0.0744    1.9761         778
0.0742    1.9762         779
0.0740    1.9762         780
0.0738    1.9762         781
0.0736    1.9762         782
0.0734    1.9762         783
0.0732    1.9763         784
0.0730    1.9763         785
0.0728    1.9763         786
0.0726    1.9763         787
0.0724    1.9763         788
0.0722    1.9764         789
0.0720    1.9764         790
0.0718    1.9764         791
0.0717    1.9764         792
0.0715    1.9765         793
0.0713    1.9765         794
0.0711    1.9765         795
0.0709    1.9765         796
0.0707    1.9765         797
0.0705    1.9766         798
0.0703    1.9766         799
0.0701    1.9766         800
0.0700    1.9766         801
0.0699    1.9766         802
0.0698    1.9766         803
0.0697    1.9766         804
0.0695    1.9765         805
0.0694    1.9765         806
0.0693    1.9765         807
0.0692    1.9765         808
0.0691    1.9765         809
0.0690    1.9765         810
0.0689    1.9765         811
0.0688    1.9765         812
0.0687    1.9765         813
0.0686    1.9765         814
0.0685    1.9764         815
0.0684    1.9764         816
0.0683    1.9764         817
0.0682    1.9764         818
0.0681    1.9764         819
0.0680    1.9764         820
0.0679    1.9764         821
0.0678    1.9764         822
0.0677    1.9764         823
0.0676    1.9763         824
0.0674    1.9763         825
0.0673    1.9763         826
0.0672    1.9763         827
0.0671    1.9763         828
0.0670    1.9763         829
0.0669    1.9763         830
0.0668    1.9763         831
0.0667    1.9763         832
0.0666    1.9763         833
0.0665    1.9762         834
0.0664    1.9762         835
0.0663    1.9762         836
0.0662    1.9762         837
0.0661    1.9762         838
0.0660    1.9762         839
0.0659    1.9762         840
0.0658    1.9762         841
0.0657    1.9762         842
0.0656    1.9762         843
0.0654    1.9761         844
0.0653    1.9761         845
0.0652    1.9761         846
0.0651    1.9761         847
0.0650    1.9761         848
0.0649    1.9761         849
0.0648    1.9761         850
0.0647    1.9761         851
0.0646    1.9761         852
0.0645    1.9760         853
0.0644    1.9760         854
0.0643    1.9760         855
0.0642    1.9760         856
0.0641    1.9760         857
0.0640    1.9760         858
0.0639    1.9760         859
0.0638    1.9760         860
0.0637    1.9760         861
0.0636    1.9760         862
0.0635    1.9759         863
0.0633    1.9759         864
0.0632    1.9759         865
0.0631    1.9759         866
0.0630    1.9759         867
0.0629    1.9759         868
0.0628    1.9759         869
0.0627    1.9759         870
0.0626    1.9759         871
0.0625    1.9759         872
0.0624    1.9758         873
0.0623    1.9758         874
0.0622    1.9758         875
0.0621    1.9758         876
0.0620    1.9758         877
0.0619    1.9758         878
0.0618    1.9758         879
0.0617    1.9758         880
0.0616    1.9758         881
0.0615    1.9757         882
0.0613    1.9757         883
0.0612    1.9757         884
0.0611    1.9757         885
0.0610    1.9757         886
0.0609    1.9757         887
0.0608    1.9757         888
0.0607    1.9757         889
0.0606    1.9757         890
0.0605    1.9757         891
0.0604    1.9756         892
0.0603    1.9756         893
0.0602    1.9756         894
0.0601    1.9756         895
0.0600    1.9756         896
0.0599    1.9756         897
0.0598    1.9756         898
0.0597    1.9756         899
0.0596    1.9756         900
0.0593    1.9755         901
0.0591    1.9755         902
0.0589    1.9755         903
0.0587    1.9755         904
0.0585    1.9755         905
0.0583    1.9755         906
0.0581    1.9755         907
0.0579    1.9755         908
0.0577    1.9755         909
0.0575    1.9754         910
0.0573    1.9754         911
0.0571    1.9754         912
0.0569    1.9754         913
0.0567    1.9754         914
0.0565    1.9754         915
0.0563    1.9754         916
0.0561    1.9754         917
0.0559    1.9753         918
0.0557    1.9753         919
0.0555    1.9753         920
0.0553    1.9753         921
0.0551    1.9753         922
0.0549    1.9753         923
0.0547    1.9753         924
0.0545    1.9753         925
0.0543    1.9752         926
0.0541    1.9752         927
0.0539    1.9752         928
0.0537    1.9752         929
0.0535    1.9752         930
0.0533    1.9752         931
0.0531    1.9752         932
0.0529    1.9752         933
0.0527    1.9752         934
0.0525    1.9751         935
0.0523    1.9751         936
0.0521    1.9751         937
0.0519    1.9751         938
0.0517    1.9751         939
0.0515    1.9751         940
0.0513    1.9751         941
0.0511    1.9751         942
0.0509    1.9750         943
0.0507    1.9750         944
0.0505    1.9750         945
0.0503    1.9750         946
0.0501    1.9750         947
0.0499    1.9750         948
0.0497    1.9750         949
0.0495    1.9750         950
0.0493    1.9750         951
0.0491    1.9749         952
0.0489    1.9749         953
0.0487    1.9749         954
0.0485    1.9749         955
0.0483    1.9749         956
0.0481    1.9749         957
0.0479    1.9749         958
0.0477    1.9749         959
0.0475    1.9748         960
0.0473    1.9748         961
0.0471    1.9748         962
0.0469    1.9748         963
0.0467    1.9748         964
0.0465    1.9748         965
0.0463    1.9748         966
0.0461    1.9748         967
0.0459    1.9748         968
0.0457    1.9747         969
0.0455    1.9747         970
0.0453    1.9747         971
0.0451    1.9747         972
0.0449    1.9747         973
0.0447    1.9747         974
0.0445    1.9747         975
0.0443    1.9747         976
0.0441    1.9746         977
0.0439    1.9746         978
0.0437    1.9746         979
0.0435    1.9746         980
0.0433    1.9746         981
0.0431    1.9746         982
0.0429    1.9746         983
0.0427    1.9746         984
0.0425    1.9745         985
0.0423    1.9745         986
0.0421    1.9745         987
0.0419    1.9745         988
0.0417    1.9745         989
0.0415    1.9745         990
0.0413    1.9745         991
0.0411    1.9745         992
0.0409    1.9745         993
0.0407    1.9744         994
0.0405    1.9744         995
0.0403    1.9744         996
0.0401    1.9744         997
0.0399    1.9744         998
0.0397    1.9744         999
0.0394    1.9744        1000
0.0394    1.9744        1001
0.0393    1.9744        1002
0.0392    1.9744        1003
0.0392    1.9744        1004
0.0391    1.9744        1005
0.0391    1.9744        1006
0.0390    1.9744        1007
0.0389    1.9744        1008
0.0389    1.9744        1009
0.0388    1.9744        1010
0.0387    1.9744        1011
0.0387    1.9744        1012
0.0386    1.9744        1013
0.0385    1.9744        1014
0.0385    1.9744        1015
0.0384    1.9744        1016
0.0383    1.9744        1017
0.0383    1.9744        1018
0.0382    1.9744        1019
0.0382    1.9744        1020
0.0381    1.9745        1021
0.0380    1.9745        1022
0.0380    1.9745        1023
0.0379    1.9745        1024
0.0378    1.9745        1025
0.0378    1.9745        1026
0.0377    1.9745        1027
0.0376    1.9745        1028
0.0376    1.9745        1029
0.0375    1.9745        1030
0.0374    1.9745        1031
0.0374    1.9745        1032
0.0373    1.9745        1033
0.0373    1.9745        1034
0.0372    1.9745        1035
0.0371    1.9745        1036
0.0371    1.9745        1037
0.0370    1.9745        1038
0.0369    1.9745        1039
0.0369    1.9745        1040
0.0368    1.9745        1041
0.0367    1.9745        1042
0.0367    1.9745        1043
0.0366    1.9745        1044
0.0365    1.9745        1045
0.0365    1.9745        1046
0.0364    1.9745        1047
0.0364    1.9746        1048
0.0363    1.9746        1049
0.0362    1.9746        1050
0.0362    1.9746        1051
0.0361    1.9746        1052
0.0360    1.9746        1053
0.0360    1.9746        1054
0.0359    1.9746        1055
0.0358    1.9746        1056
0.0358    1.9746        1057
0.0357    1.9746        1058
0.0356    1.9746        1059
0.0356    1.9746        1060
0.0355    1.9746        1061
0.0355    1.9746        1062
0.0354    1.9746        1063
0.0353    1.9746        1064
0.0353    1.9746        1065
0.0352    1.9746        1066
0.0351    1.9746        1067
0.0351    1.9746        1068
0.0350    1.9746        1069
0.0349    1.9746        1070
0.0349    1.9746        1071
0.0348    1.9746        1072
0.0347    1.9746        1073
0.0347    1.9746        1074
0.0346    1.9747        1075
0.0345    1.9747        1076
0.0345    1.9747        1077
0.0344    1.9747        1078
0.0344    1.9747        1079
0.0343    1.9747        1080
0.0342    1.9747        1081
0.0342    1.9747        1082
0.0341    1.9747        1083
0.0340    1.9747        1084
0.0340    1.9747        1085
0.0339    1.9747        1086
0.0338    1.9747        1087
0.0338    1.9747        1088
0.0337    1.9747        1089
0.0336    1.9747        1090
0.0336    1.9747        1091
0.0335    1.9747        1092
0.0335    1.9747        1093
0.0334    1.9747        1094
0.0333    1.9747        1095
0.0333    1.9747        1096
0.0332    1.9747        1097
0.0331    1.9747        1098
0.0331    1.9747        1099
0.0330    1.9747        1100
0.0329    1.9747        1101
0.0327    1.9747        1102
0.0326    1.9747        1103
0.0325    1.9747        1104
0.0323    1.9746        1105
0.0322    1.9746        1106
0.0321    1.9746        1107
0.0319    1.9746        1108
0.0318    1.9745        1109
0.0317    1.9745        1110
0.0315    1.9745        1111
0.0314    1.9745        1112
0.0313    1.9745        1113
0.0311    1.9744        1114
0.0310    1.9744        1115
0.0309    1.9744        1116
0.0307    1.9744        1117
0.0306    1.9743        1118
0.0305    1.9743        1119
0.0303    1.9743        1120
0.0302    1.9743        1121
0.0301    1.9743        1122
0.0299    1.9742        1123
0.0298    1.9742        1124
0.0297    1.9742        1125
0.0295    1.9742        1126
0.0294    1.9741        1127
0.0293    1.9741        1128
0.0291    1.9741        1129
0.0290    1.9741        1130
0.0289    1.9741        1131
0.0288    1.9740        1132
0.0286    1.9740        1133
0.0285    1.9740        1134
0.0284    1.9740        1135
0.0282    1.9740        1136
0.0281    1.9739        1137
0.0280    1.9739        1138
0.0278    1.9739        1139
0.0277    1.9739        1140
0.0276    1.9738        1141
0.0274    1.9738        1142
0.0273    1.9738        1143
0.0272    1.9738        1144
0.0270    1.9738        1145
0.0269    1.9737        1146
0.0268    1.9737        1147
0.0266    1.9737        1148
0.0265    1.9737        1149
0.0264    1.9736        1150
