 #m    e    m2    e2    
 -0.3200     -1.3100      0.1024      1.7161
  0.8650     -1.6500      0.7482      2.7225
  0.7150     -1.3000      0.5112      1.6900
 -0.1350     -1.2400      0.0182      1.5376
  0.5900     -1.3000      0.3481      1.6900
  0.8450     -1.5800      0.7140      2.4964
  0.5950     -1.2700      0.3540      1.6129
  0.8650     -1.6700      0.7482      2.7889
  0.7900     -1.4400      0.6241      2.0736
  0.7600     -1.4500      0.5776      2.1025
  0.5700     -1.2400      0.3249      1.5376
  0.7150     -1.3100      0.5112      1.7161
  0.8300     -1.5900      0.6889      2.5281
  0.7600     -1.4500      0.5776      2.1025
  0.7700     -1.5000      0.5929      2.2500
  0.7050     -1.3500      0.4970      1.8225
  0.3550     -1.1200      0.1260      1.2544
 -0.8200     -1.4500      0.6724      2.1025
 -0.2800     -1.2500      0.0784      1.5625
  0.5600     -1.2600      0.3136      1.5876
  0.7250     -1.5100      0.5256      2.2801
  0.8350     -1.5300      0.6972      2.3409
  0.7250     -1.3500      0.5256      1.8225
  0.7950     -1.4400      0.6320      2.0736
  0.7400     -1.4100      0.5476      1.9881
  0.4600     -1.2700      0.2116      1.6129
  0.6950     -1.4400      0.4830      2.0736
  0.4050     -1.2000      0.1640      1.4400
  0.5100     -1.3000      0.2601      1.6900
  0.5000     -1.3300      0.2500      1.7689
  0.1500     -1.1300      0.0225      1.2769
  0.7000     -1.3900      0.4900      1.9321
  0.7950     -1.5400      0.6320      2.3716
  0.8100     -1.4600      0.6561      2.1316
  0.0050     -1.1800      0.0000      1.3924
 -0.0550     -1.1800      0.0030      1.3924
 -0.8200     -1.5700      0.6724      2.4649
 -0.1350     -1.2900      0.0182      1.6641
 -0.4900     -1.2100      0.2401      1.4641
 -0.5900     -1.3400      0.3481      1.7956
 -0.0450     -1.0100      0.0020      1.0201
 -0.8000     -1.5000      0.6400      2.2500
 -0.7000     -1.4600      0.4900      2.1316
 -0.8650     -1.5700      0.7482      2.4649
 -0.3900     -1.0200      0.1521      1.0404
  0.2400     -1.1700      0.0576      1.3689
  0.8400     -1.5400      0.7056      2.3716
  0.7400     -1.4100      0.5476      1.9881
  0.5100     -1.3400      0.2601      1.7956
  0.6150     -1.3500      0.3782      1.8225
  0.5500     -1.1800      0.3025      1.3924
  0.7100     -1.3900      0.5041      1.9321
  0.9450     -1.8100      0.8930      3.2761
  0.6600     -1.3100      0.4356      1.7161
  0.8850     -1.6400      0.7832      2.6896
  0.8400     -1.4700      0.7056      2.1609
  0.8300     -1.5900      0.6889      2.5281
  0.6750     -1.2200      0.4556      1.4884
  0.5550     -1.2700      0.3080      1.6129
  0.7050     -1.3600      0.4970      1.8496
  0.6600     -1.4000      0.4356      1.9600
  0.3700     -1.1600      0.1369      1.3456
  0.5950     -1.5000      0.3540      2.2500
  0.7050     -1.5100      0.4970      2.2801
  0.7400     -1.4200      0.5476      2.0164
  0.6850     -1.4100      0.4692      1.9881
  0.5650     -1.3100      0.3192      1.7161
  0.7900     -1.3800      0.6241      1.9044
  0.5600     -1.3600      0.3136      1.8496
  0.8500     -1.6100      0.7225      2.5921
  0.6650     -1.4300      0.4422      2.0449
  0.6200     -1.2400      0.3844      1.5376
  0.6650     -1.4200      0.4422      2.0164
  0.7800     -1.4600      0.6084      2.1316
  0.8000     -1.5300      0.6400      2.3409
  0.5750     -1.3200      0.3306      1.7424
  0.8550     -1.6500      0.7310      2.7225
  0.8700     -1.6300      0.7569      2.6569
  0.8050     -1.6200      0.6480      2.6244
  0.5350     -1.3000      0.2862      1.6900
  0.6600     -1.4400      0.4356      2.0736
 -0.6950     -1.3700      0.4830      1.8769
  0.8450     -1.5400      0.7140      2.3716
  0.7950     -1.4600      0.6320      2.1316
  0.9050     -1.6700      0.8190      2.7889
  0.9150     -1.7100      0.8372      2.9241
  0.6550     -1.4900      0.4290      2.2201
  0.8200     -1.6300      0.6724      2.6569
  0.7100     -1.3400      0.5041      1.7956
  0.8550     -1.5300      0.7310      2.3409
  0.4500     -1.3000      0.2025      1.6900
  0.2550     -1.0900      0.0650      1.1881
  0.7200     -1.3300      0.5184      1.7689
  0.8000     -1.5000      0.6400      2.2500
  0.4450     -1.4300      0.1980      2.0449
  0.7500     -1.4500      0.5625      2.1025
  0.5250     -1.2200      0.2756      1.4884
  0.2850     -0.9600      0.0812      0.9216
  0.6100     -1.3900      0.3721      1.9321
  0.7000     -1.4300      0.4900      2.0449
  0.5200     -1.1900      0.2704      1.4161
  0.8200     -1.4800      0.6724      2.1904
  0.9000     -1.6800      0.8100      2.8224
 -0.7350     -1.3900      0.5402      1.9321
 -0.8450     -1.5100      0.7140      2.2801
 -0.6800     -1.2800      0.4624      1.6384
 -0.8950     -1.6400      0.8010      2.6896
 -0.8150     -1.4500      0.6642      2.1025
 -0.7450     -1.4500      0.5550      2.1025
  0.8050     -1.5100      0.6480      2.2801
  0.7300     -1.4000      0.5329      1.9600
  0.7300     -1.4000      0.5329      1.9600
  0.7100     -1.3400      0.5041      1.7956
 -0.6350     -1.4100      0.4032      1.9881
 -0.4200     -1.1800      0.1764      1.3924
 -0.7400     -1.3500      0.5476      1.8225
 -0.1600     -1.2200      0.0256      1.4884
  0.6800     -1.4500      0.4624      2.1025
  0.6550     -1.3700      0.4290      1.8769
 -0.4900     -1.3600      0.2401      1.8496
 -0.6100     -1.3200      0.3721      1.7424
 -0.7600     -1.5000      0.5776      2.2500
 -0.3300     -1.1500      0.1089      1.3225
 -0.2050     -1.2400      0.0420      1.5376
 -0.5700     -1.2400      0.3249      1.5376
 -0.8100     -1.4900      0.6561      2.2201
 -0.8350     -1.5200      0.6972      2.3104
 -0.8350     -1.6000      0.6972      2.5600
 -0.8750     -1.6100      0.7656      2.5921
 -0.5450     -1.3000      0.2970      1.6900
 -0.8500     -1.5300      0.7225      2.3409
 -0.8850     -1.6800      0.7832      2.8224
 -0.7050     -1.2700      0.4970      1.6129
  0.8550     -1.5800      0.7310      2.4964
  0.7350     -1.4300      0.5402      2.0449
  0.7350     -1.4400      0.5402      2.0736
  0.9150     -1.7300      0.8372      2.9929
  0.7450     -1.4300      0.5550      2.0449
  0.0400     -1.0800      0.0016      1.1664
 -0.6850     -1.4300      0.4692      2.0449
  0.3250     -1.2900      0.1056      1.6641
  0.7900     -1.4900      0.6241      2.2201
  0.7300     -1.4100      0.5329      1.9881
  0.7800     -1.3700      0.6084      1.8769
  0.9050     -1.6500      0.8190      2.7225
  0.7900     -1.4500      0.6241      2.1025
  0.7700     -1.5200      0.5929      2.3104
  0.6900     -1.4100      0.4761      1.9881
  0.8100     -1.4900      0.6561      2.2201
  0.6150     -1.2900      0.3782      1.6641
  0.8350     -1.4800      0.6972      2.1904
  0.6900     -1.2800      0.4761      1.6384
  0.8900     -1.6800      0.7921      2.8224
 -0.6550     -1.3100      0.4290      1.7161
 -0.8400     -1.6000      0.7056      2.5600
 -0.6600     -1.3000      0.4356      1.6900
 -0.7950     -1.5200      0.6320      2.3104
 -0.7900     -1.5400      0.6241      2.3716
 -0.8000     -1.5000      0.6400      2.2500
 -0.7900     -1.5300      0.6241      2.3409
 -0.8000     -1.6100      0.6400      2.5921
 -0.8000     -1.4600      0.6400      2.1316
  0.2100     -1.2600      0.0441      1.5876
  0.5800     -1.3600      0.3364      1.8496
  0.7700     -1.3700      0.5929      1.8769
  0.6850     -1.4100      0.4692      1.9881
  0.8250     -1.5600      0.6806      2.4336
  0.7050     -1.3200      0.4970      1.7424
  0.6050     -1.4200      0.3660      2.0164
 -0.6500     -1.3800      0.4225      1.9044
  0.2850     -1.2100      0.0812      1.4641
 -0.6150     -1.3400      0.3782      1.7956
 -0.7550     -1.4300      0.5700      2.0449
 -0.8750     -1.6300      0.7656      2.6569
 -0.7850     -1.4300      0.6162      2.0449
 -0.8050     -1.4500      0.6480      2.1025
 -0.3500     -1.3300      0.1225      1.7689
  0.4000     -1.1300      0.1600      1.2769
  0.7100     -1.3200      0.5041      1.7424
  0.5950     -1.3500      0.3540      1.8225
  0.7650     -1.3100      0.5852      1.7161
  0.7000     -1.4400      0.4900      2.0736
  0.5650     -1.2000      0.3192      1.4400
 -0.1850     -1.3200      0.0342      1.7424
 -0.7150     -1.4400      0.5112      2.0736
 -0.6400     -1.2700      0.4096      1.6129
 -0.7750     -1.5400      0.6006      2.3716
  0.0300     -1.3600      0.0009      1.8496
 -0.7850     -1.4300      0.6162      2.0449
 -0.8700     -1.6300      0.7569      2.6569
  0.7450     -1.5100      0.5550      2.2801
  0.7300     -1.2500      0.5329      1.5625
  0.6100     -1.2600      0.3721      1.5876
  0.7650     -1.4000      0.5852      1.9600
  0.0550     -1.4000      0.0030      1.9600
 -0.8500     -1.5800      0.7225      2.4964
 -0.7850     -1.4500      0.6162      2.1025
 -0.4200     -1.3400      0.1764      1.7956
  0.2350     -1.0200      0.0552      1.0404
 -0.0800     -1.2000      0.0064      1.4400
  0.4550     -1.1400      0.2070      1.2996
  0.2400     -1.0200      0.0576      1.0404
 -0.4750     -1.2300      0.2256      1.5129
 -0.7150     -1.6100      0.5112      2.5921
 -0.4900     -1.3900      0.2401      1.9321
  0.6150     -1.2600      0.3782      1.5876
  0.7250     -1.4200      0.5256      2.0164
  0.8800     -1.6200      0.7744      2.6244
 -0.6650     -1.3400      0.4422      1.7956
 -0.7450     -1.3400      0.5550      1.7956
 -0.6900     -1.5300      0.4761      2.3409
 -0.8950     -1.6700      0.8010      2.7889
 -0.6450     -1.4000      0.4160      1.9600
 -0.7050     -1.4600      0.4970      2.1316
 -0.5600     -1.3100      0.3136      1.7161
 -0.7200     -1.3800      0.5184      1.9044
 -0.8100     -1.4600      0.6561      2.1316
  0.7000     -1.4200      0.4900      2.0164
  0.8750     -1.6300      0.7656      2.6569
  0.6350     -1.2800      0.4032      1.6384
  0.8500     -1.5500      0.7225      2.4025
  0.4900     -1.2900      0.2401      1.6641
  0.7400     -1.2600      0.5476      1.5876
  0.6250     -1.4600      0.3906      2.1316
  0.5550     -1.4700      0.3080      2.1609
  0.8250     -1.6200      0.6806      2.6244
  0.3800     -1.2500      0.1444      1.5625
  0.2750     -1.2600      0.0756      1.5876
  0.9250     -1.7300      0.8556      2.9929
  0.4900     -1.3200      0.2401      1.7424
  0.7750     -1.4400      0.6006      2.0736
  0.4250     -1.3500      0.1806      1.8225
  0.1100     -1.1600      0.0121      1.3456
  0.7750     -1.4600      0.6006      2.1316
  0.4800     -1.3200      0.2304      1.7424
 -0.5900     -1.3800      0.3481      1.9044
 -0.6450     -1.3600      0.4160      1.8496
 -0.4950     -1.1400      0.2450      1.2996
 -0.7550     -1.4900      0.5700      2.2201
 -0.8050     -1.5800      0.6480      2.4964
 -0.4200     -1.2700      0.1764      1.6129
 -0.7400     -1.3900      0.5476      1.9321
 -0.8100     -1.5100      0.6561      2.2801
 -0.7250     -1.3600      0.5256      1.8496
 -0.4250     -1.2400      0.1806      1.5376
 -0.6800     -1.3100      0.4624      1.7161
 -0.2150     -1.2800      0.0462      1.6384
 -0.7400     -1.5000      0.5476      2.2500
 -0.3000     -1.3400      0.0900      1.7956
  0.7700     -1.4600      0.5929      2.1316
  0.6950     -1.3400      0.4830      1.7956
  0.2950     -1.1600      0.0870      1.3456
  0.2600     -1.3700      0.0676      1.8769
  0.7850     -1.4800      0.6162      2.1904
  0.6300     -1.3700      0.3969      1.8769
  0.6450     -1.3000      0.4160      1.6900
  0.8600     -1.6700      0.7396      2.7889
  0.8650     -1.6100      0.7482      2.5921
  0.8500     -1.5800      0.7225      2.4964
  0.8400     -1.6300      0.7056      2.6569
  0.6200     -1.3500      0.3844      1.8225
 -0.8250     -1.5600      0.6806      2.4336
 -0.8700     -1.7100      0.7569      2.9241
 -0.4900     -1.2100      0.2401      1.4641
 -0.7100     -1.3500      0.5041      1.8225
 -0.9100     -1.7400      0.8281      3.0276
 -0.5500     -1.2500      0.3025      1.5625
 -0.8850     -1.7000      0.7832      2.8900
 -0.8550     -1.6600      0.7310      2.7556
 -0.6550     -1.3100      0.4290      1.7161
 -0.8450     -1.5600      0.7140      2.4336
 -0.6200     -1.3000      0.3844      1.6900
 -0.6850     -1.4800      0.4692      2.1904
 -0.7050     -1.4200      0.4970      2.0164
 -0.5200     -1.3200      0.2704      1.7424
 -0.8300     -1.5700      0.6889      2.4649
 -0.8800     -1.7200      0.7744      2.9584
 -0.4600     -1.2900      0.2116      1.6641
 -0.6250     -1.3700      0.3906      1.8769
 -0.1050     -1.1800      0.0110      1.3924
 -0.7700     -1.3900      0.5929      1.9321
 -0.3400     -1.2500      0.1156      1.5625
 -0.5500     -1.2800      0.3025      1.6384
 -0.5200     -1.3100      0.2704      1.7161
 -0.8850     -1.6600      0.7832      2.7556
 -0.7150     -1.3200      0.5112      1.7424
 -0.8250     -1.5000      0.6806      2.2500
 -0.7650     -1.4000      0.5852      1.9600
 -0.8050     -1.6000      0.6480      2.5600
 -0.7250     -1.5400      0.5256      2.3716
 -0.6150     -1.4200      0.3782      2.0164
 -0.6800     -1.3300      0.4624      1.7689
 -0.7000     -1.4200      0.4900      2.0164
 -0.8600     -1.6400      0.7396      2.6896
 -0.3200     -1.2700      0.1024      1.6129
 -0.8600     -1.5500      0.7396      2.4025
 -0.5600     -1.2500      0.3136      1.5625
 -0.2650     -1.2800      0.0702      1.6384
 -0.5900     -1.3000      0.3481      1.6900
  0.7350     -1.4200      0.5402      2.0164
 -0.7200     -1.4500      0.5184      2.1025
 -0.6000     -1.3900      0.3600      1.9321
 -0.8200     -1.5500      0.6724      2.4025
 -0.4850     -1.2100      0.2352      1.4641
 -0.7250     -1.4500      0.5256      2.1025
 -0.9200     -1.7300      0.8464      2.9929
 -0.8200     -1.5900      0.6724      2.5281
 -0.5150     -1.2200      0.2652      1.4884
 -0.6650     -1.5000      0.4422      2.2500
 -0.8100     -1.4600      0.6561      2.1316
 -0.5900     -1.3000      0.3481      1.6900
 -0.8600     -1.5800      0.7396      2.4964
 -0.6450     -1.2700      0.4160      1.6129
 -0.7750     -1.3800      0.6006      1.9044
 -0.8100     -1.5200      0.6561      2.3104
 -0.8800     -1.5900      0.7744      2.5281
 -0.6950     -1.3300      0.4830      1.7689
 -0.7750     -1.5400      0.6006      2.3716
 -0.8250     -1.5200      0.6806      2.3104
 -0.9300     -1.7700      0.8649      3.1329
 -0.7150     -1.2500      0.5112      1.5625
 -0.8150     -1.5000      0.6642      2.2500
 -0.6650     -1.3600      0.4422      1.8496
 -0.8150     -1.4600      0.6642      2.1316
 -0.6350     -1.3900      0.4032      1.9321
 -0.7650     -1.4400      0.5852      2.0736
 -0.7250     -1.3100      0.5256      1.7161
 -0.6700     -1.3200      0.4489      1.7424
 -0.8950     -1.6600      0.8010      2.7556
 -0.4700     -1.3900      0.2209      1.9321
 -0.8550     -1.5700      0.7310      2.4649
 -0.5950     -1.4000      0.3540      1.9600
 -0.7650     -1.5100      0.5852      2.2801
 -0.8000     -1.4600      0.6400      2.1316
 -0.1400     -1.2200      0.0196      1.4884
  0.5850     -1.1800      0.3422      1.3924
  0.1700     -1.1700      0.0289      1.3689
  0.8050     -1.5500      0.6480      2.4025
  0.8200     -1.5900      0.6724      2.5281
  0.7250     -1.3600      0.5256      1.8496
  0.7800     -1.4700      0.6084      2.1609
  0.9000     -1.7000      0.8100      2.8900
  0.6000     -1.3200      0.3600      1.7424
  0.8000     -1.5200      0.6400      2.3104
  0.8250     -1.5700      0.6806      2.4649
  0.7400     -1.4000      0.5476      1.9600
  0.8550     -1.5600      0.7310      2.4336
  0.7150     -1.3500      0.5112      1.8225
  0.7350     -1.4400      0.5402      2.0736
  0.3700     -1.1400      0.1369      1.2996
  0.5100     -1.3000      0.2601      1.6900
  0.7750     -1.5400      0.6006      2.3716
  0.7300     -1.3900      0.5329      1.9321
  0.2900     -1.1500      0.0841      1.3225
  0.6950     -1.3300      0.4830      1.7689
  0.7200     -1.4200      0.5184      2.0164
  0.7500     -1.5100      0.5625      2.2801
  0.8250     -1.5700      0.6806      2.4649
  0.7350     -1.3900      0.5402      1.9321
  0.7700     -1.5300      0.5929      2.3409
  0.6500     -1.1900      0.4225      1.4161
  0.4950     -1.2600      0.2450      1.5876
  0.7250     -1.3400      0.5256      1.7956
  0.6400     -1.3100      0.4096      1.7161
  0.8800     -1.6600      0.7744      2.7556
  0.7200     -1.3500      0.5184      1.8225
  0.5750     -1.2500      0.3306      1.5625
  0.7950     -1.5100      0.6320      2.2801
  0.4900     -1.4000      0.2401      1.9600
  0.8350     -1.5900      0.6972      2.5281
  0.1000     -1.1500      0.0100      1.3225
 -0.7250     -1.4100      0.5256      1.9881
 -0.8150     -1.5200      0.6642      2.3104
 -0.7250     -1.5800      0.5256      2.4964
 -0.6600     -1.4600      0.4356      2.1316
 -0.7900     -1.4500      0.6241      2.1025
 -0.9000     -1.6800      0.8100      2.8224
 -0.8050     -1.6100      0.6480      2.5921
 -0.6800     -1.4000      0.4624      1.9600
 -0.7350     -1.4800      0.5402      2.1904
 -0.8550     -1.6100      0.7310      2.5921
